GPS TOW [s],IMU Temp [C],Acc X [g],Acc Y [g],Acc Z [g],Gyr X [deg/s],Gyr Y [deg/s],Gyr Z [deg/s],Mag X [uT],Mag Y [uT],Mag Z [uT]
179567.069,,-0.05786,-0.02124,-0.96436,0.03052,0.61035,-0.12207,,,
179567.074,,-0.05737,-0.02490,-0.95532,0.09155,0.54932,0.09155,,,
179567.079,,-0.06201,-0.02417,-0.96045,0.12207,0.70190,0.12207,,,
179567.084,,-0.05786,-0.02515,-0.95825,0.12207,0.57983,0.09155,,,
179567.089,,-0.05688,-0.02368,-0.96045,0.15259,0.36621,0.09155,,,
179567.094,,-0.05688,-0.02368,-0.95679,0.18311,0.54932,0.15259,2.1,40.6,21.3
179567.099,,-0.05591,-0.02246,-0.95996,0.15259,0.51880,0.15259,,,
179567.104,,-0.05737,-0.02661,-0.95972,0.09155,0.45776,0.03052,,,
179567.109,,-0.05859,-0.02417,-0.95605,0.09155,0.42725,0.15259,,,
179567.114,,-0.06055,-0.02466,-0.95947,-0.03052,0.45776,0.15259,,,
179567.119,,-0.06006,-0.02295,-0.96021,0.03052,0.39673,0.18311,,,
179567.124,,-0.05591,-0.02197,-0.96045,0.03052,0.48828,0.21362,,,
179567.128,,-0.05664,-0.02246,-0.95435,0.12207,0.54932,0.15259,,,
179567.133,,-0.05981,-0.02319,-0.95776,0.12207,0.42725,0.21362,0.6,40.1,21.6
179567.138,,-0.05835,-0.02417,-0.95605,0.09155,0.33569,0.18311,,,
179567.143,,-0.05786,-0.02246,-0.95947,0.06104,0.42725,0.12207,,,
179567.148,,-0.05615,-0.02393,-0.95947,0.06104,0.36621,0.12207,,,
179567.153,,-0.05713,-0.02197,-0.95874,0.15259,0.36621,0.21362,,,
179567.158,,-0.06079,-0.01953,-0.95703,0.09155,0.39673,0.24414,,,
179567.163,,-0.05762,-0.02051,-0.95679,0.06104,0.42725,0.09155,,,
179567.168,,-0.05469,-0.02344,-0.96265,0.09155,0.48828,0.09155,,,
179567.173,,-0.05566,-0.02246,-0.95972,0.03052,0.45776,0.18311,-0.4,43.1,21.7
179567.178,,-0.05493,-0.01929,-0.95947,0.06104,0.45776,0.12207,,,
179567.183,,-0.05908,-0.02222,-0.95850,0.15259,0.48828,0.03052,,,
179567.188,,-0.06030,-0.01904,-0.95703,0.09155,0.36621,0.15259,,,
179567.193,,-0.05688,-0.01953,-0.95874,0.09155,0.48828,0.09155,,,
179567.198,,-0.05884,-0.02246,-0.95825,0.06104,0.51880,0.03052,,,
179567.203,,-0.05933,-0.02539,-0.95630,0.03052,0.45776,-0.03052,,,
179567.208,,-0.05884,-0.02271,-0.96265,0.12207,0.45776,0.03052,,,
179567.213,,-0.05664,-0.02417,-0.96021,0.00000,0.51880,0.09155,0.1,40.6,21.8
179567.218,,-0.05542,-0.02173,-0.95850,0.12207,0.48828,0.06104,,,
179567.223,,-0.05640,-0.02197,-0.96338,0.12207,0.51880,-0.03052,,,
179567.228,,-0.05664,-0.02124,-0.96094,0.03052,0.45776,0.09155,,,
179567.233,,-0.05835,-0.02075,-0.96094,0.09155,0.36621,0.00000,,,
179567.238,,-0.05615,-0.02466,-0.95776,0.12207,0.51880,0.00000,,,
179567.243,,-0.05469,-0.02319,-0.95581,0.00000,0.42725,0.09155,,,
179567.248,,-0.05762,-0.02100,-0.95923,-0.03052,0.39673,0.09155,,,
179567.253,,-0.05762,-0.02075,-0.96265,0.06104,0.33569,0.09155,1.6,40.1,21.9
179567.258,,-0.05737,-0.02271,-0.96045,0.06104,0.61035,0.09155,,,
179567.263,,-0.05737,-0.02173,-0.95752,0.15259,0.57983,0.15259,,,
179567.268,,-0.05664,-0.02173,-0.95850,-0.12207,0.39673,0.21362,,,
179567.272,,-0.05713,-0.02222,-0.95361,-0.03052,0.30518,0.18311,,,
179567.277,,-0.05688,-0.02002,-0.95947,0.18311,0.39673,0.09155,,,
179567.282,,-0.05615,-0.02246,-0.95776,0.09155,0.42725,0.03052,,,
179567.287,,-0.05737,-0.02441,-0.95752,0.03052,0.48828,0.09155,,,
179567.292,,-0.05835,-0.02075,-0.96191,-0.06104,0.45776,0.24414,1.6,42.1,21.7
179567.297,,-0.05688,-0.02002,-0.95947,-0.06104,0.39673,0.03052,,,
179567.302,,-0.05688,-0.02173,-0.95703,0.03052,0.42725,-0.03052,,,
179567.307,,-0.05518,-0.02197,-0.96069,0.21362,0.57983,0.09155,,,
179567.312,,-0.05835,-0.02246,-0.95728,0.18311,0.61035,0.06104,,,
179567.317,,-0.05737,-0.02368,-0.96143,-0.09155,0.36621,0.09155,,,
179567.322,,-0.05640,-0.02490,-0.95654,0.03052,0.30518,0.06104,,,
179567.327,,-0.05396,-0.02100,-0.96143,0.15259,0.36621,-0.03052,,,
179567.332,,-0.05762,-0.02026,-0.96265,0.12207,0.48828,0.00000,0.1,41.1,22.1
179567.337,,-0.05518,-0.02075,-0.95947,0.03052,0.45776,0.06104,,,
179567.342,,-0.05493,-0.02026,-0.96021,-0.09155,0.45776,0.18311,,,
179567.347,,-0.06128,-0.02466,-0.95654,0.03052,0.45776,0.09155,,,
179567.352,,-0.05908,-0.02173,-0.96045,0.12207,0.39673,0.06104,,,
179567.357,,-0.05762,-0.02222,-0.95776,0.06104,0.48828,-0.03052,,,
179567.362,,-0.05835,-0.02515,-0.95874,0.03052,0.51880,0.03052,,,
179567.367,,-0.05811,-0.02100,-0.95996,0.06104,0.45776,0.12207,,,
179567.372,,-0.05713,-0.02344,-0.95947,0.03052,0.48828,0.03052,0.6,41.6,20.9
179567.377,,-0.05347,-0.02246,-0.95630,0.18311,0.36621,0.00000,,,
179567.382,,-0.05591,-0.02246,-0.95728,0.15259,0.42725,0.09155,,,
179567.387,,-0.05786,-0.02173,-0.95874,0.00000,0.42725,0.12207,,,
179567.392,,-0.05737,-0.02393,-0.96265,0.06104,0.39673,0.06104,,,
179567.397,,-0.05493,-0.02173,-0.96460,0.06104,0.42725,0.09155,,,
179567.402,,-0.05786,-0.01953,-0.95654,0.06104,0.51880,0.09155,,,
179567.407,,-0.05811,-0.02368,-0.95996,0.00000,0.51880,0.15259,,,
179567.411,,-0.05688,-0.02295,-0.95776,0.15259,0.42725,0.15259,-0.4,41.1,21.9
179567.416,,-0.05591,-0.02197,-0.95752,0.06104,0.39673,0.21362,,,
179567.421,,-0.05542,-0.02319,-0.95923,0.09155,0.51880,0.09155,,,
179567.426,,-0.05786,-0.02075,-0.95679,0.18311,0.67139,0.06104,,,
179567.431,,-0.05933,-0.02246,-0.96143,-0.06104,0.42725,0.06104,,,
179567.436,,-0.05518,-0.02588,-0.95825,0.06104,0.42725,0.06104,,,
179567.441,,-0.05884,-0.02197,-0.96191,0.06104,0.48828,0.06104,,,
179567.446,,-0.05884,-0.02100,-0.95996,0.12207,0.42725,0.06104,,,
179567.451,,-0.05566,-0.02417,-0.95605,0.12207,0.54932,0.15259,-0.4,41.1,21.6
179567.456,,-0.05908,-0.02490,-0.95874,-0.03052,0.48828,0.00000,,,
179567.461,,-0.05811,-0.02100,-0.96094,0.03052,0.39673,-0.03052,,,
179567.466,,-0.05493,-0.02026,-0.95654,0.06104,0.39673,0.00000,,,
179567.471,,-0.05908,-0.02026,-0.95581,0.18311,0.51880,0.06104,,,
179567.476,,-0.05859,-0.02148,-0.96069,0.18311,0.48828,0.03052,,,
179567.481,,-0.05640,-0.02222,-0.96021,0.12207,0.39673,0.03052,,,
179567.486,,-0.05615,-0.01929,-0.95972,0.03052,0.39673,0.12207,,,
179567.491,,-0.05737,-0.02026,-0.95898,0.00000,0.51880,0.15259,2.1,40.6,21.3
179567.496,,-0.05762,-0.02222,-0.95581,0.06104,0.39673,0.06104,,,
179567.501,,-0.05737,-0.02222,-0.95728,0.03052,0.27466,0.03052,,,
179567.506,,-0.05762,-0.02271,-0.96045,0.09155,0.39673,0.12207,,,
179567.511,,-0.05518,-0.02222,-0.96167,0.18311,0.36621,0.12207,,,
179567.516,,-0.05615,-0.02295,-0.95874,0.06104,0.45776,0.09155,,,
179567.521,,-0.05762,-0.02295,-0.95825,0.00000,0.57983,0.03052,,,
179567.526,,-0.05811,-0.02173,-0.95874,0.00000,0.48828,0.03052,,,
179567.531,,-0.05859,-0.02222,-0.95728,0.06104,0.42725,0.06104,1.6,41.1,21.8
179567.536,,-0.05957,-0.02124,-0.96069,0.06104,0.30518,0.06104,,,
179567.541,,-0.05933,-0.02002,-0.96143,0.00000,0.36621,0.06104,,,
179567.546,,-0.05762,-0.02319,-0.95801,-0.03052,0.51880,-0.03052,,,
179567.550,,-0.05859,-0.02393,-0.95386,0.24414,0.39673,0.09155,,,
179567.555,,-0.05542,-0.02222,-0.96094,0.15259,0.48828,0.03052,,,
179567.560,24.393,-0.05615,-0.02393,-0.96021,0.09155,0.54932,0.09155,,,
179567.565,,-0.05688,-0.02271,-0.95898,0.12207,0.70190,0.15259,,,
179567.570,,-0.05981,-0.02344,-0.95776,0.09155,0.42725,0.12207,1.6,42.1,21.6
179567.575,,-0.05688,-0.02075,-0.96265,0.09155,0.48828,0.12207,,,
179567.580,,-0.05640,-0.02271,-0.96021,0.12207,0.51880,0.06104,,,
179567.585,,-0.05981,-0.02197,-0.95801,0.09155,0.54932,0.03052,,,
179567.590,,-0.05688,-0.02344,-0.95508,-0.06104,0.39673,0.09155,,,
179567.595,,-0.05957,-0.01953,-0.95728,0.09155,0.33569,0.00000,,,
179567.600,,-0.05811,-0.02295,-0.95508,0.06104,0.30518,-0.03052,,,
179567.605,,-0.05518,-0.02368,-0.95825,-0.03052,0.51880,0.03052,,,
179567.610,,-0.05859,-0.02441,-0.95874,0.06104,0.36621,0.12207,0.1,42.6,21.6
179567.615,,-0.05908,-0.02002,-0.96143,0.12207,0.51880,0.06104,,,
179567.620,,-0.05835,-0.02295,-0.95972,-0.09155,0.48828,0.12207,,,
179567.625,,-0.05786,-0.02319,-0.95874,0.15259,0.61035,-0.06104,,,
179567.630,,-0.05786,-0.02588,-0.96216,0.00000,0.51880,0.00000,,,
179567.635,,-0.05615,-0.02222,-0.95825,0.06104,0.33569,-0.03052,,,
179567.640,,-0.06055,-0.02295,-0.95605,0.00000,0.33569,0.09155,,,
179567.645,,-0.05664,-0.02246,-0.95898,0.00000,0.61035,0.06104,,,
179567.650,,-0.05835,-0.02393,-0.95801,-0.09155,0.45776,-0.03052,0.6,41.6,21.9
179567.655,,-0.05762,-0.02246,-0.96021,0.00000,0.48828,-0.03052,,,
179567.660,,-0.05615,-0.02100,-0.95898,0.12207,0.45776,0.12207,,,
179567.665,,-0.05908,-0.02051,-0.95825,0.09155,0.45776,0.06104,,,
179567.670,,-0.05908,-0.02393,-0.95923,0.06104,0.61035,0.00000,,,
179567.675,,-0.05737,-0.01807,-0.96143,0.03052,0.51880,0.15259,,,
179567.680,,-0.06152,-0.02222,-0.95850,0.06104,0.45776,0.21362,,,
179567.685,,-0.05933,-0.02393,-0.95752,0.09155,0.48828,0.12207,,,
179567.690,,-0.05396,-0.02124,-0.96069,-0.03052,0.45776,0.18311,-0.9,40.6,22.2
179567.694,,-0.05664,-0.02344,-0.95679,0.12207,0.42725,0.06104,,,
179567.699,,-0.05786,-0.02173,-0.96045,0.15259,0.57983,0.00000,,,
179567.704,,-0.05835,-0.02148,-0.95947,0.09155,0.48828,0.03052,,,
179567.709,,-0.05615,-0.02417,-0.96094,0.03052,0.42725,0.15259,,,
179567.714,,-0.05762,-0.02148,-0.95850,0.12207,0.36621,0.15259,,,
179567.719,,-0.05615,-0.02368,-0.95728,0.09155,0.51880,0.09155,,,
179567.724,,-0.05591,-0.02295,-0.95630,0.06104,0.48828,0.18311,,,
179567.729,,-0.05566,-0.02271,-0.95850,-0.03052,0.48828,0.15259,1.1,42.6,21.8
179567.734,,-0.05664,-0.02295,-0.96338,0.15259,0.48828,0.00000,,,
179567.739,,-0.05713,-0.02588,-0.96021,0.18311,0.39673,0.21362,,,
179567.744,,-0.05737,-0.02466,-0.96167,0.09155,0.36621,0.15259,,,
179567.749,,-0.06128,-0.01929,-0.95581,0.03052,0.48828,0.12207,,,
179567.754,,-0.05688,-0.02197,-0.95776,0.15259,0.51880,0.06104,,,
179567.759,,-0.05591,-0.02124,-0.95972,0.03052,0.51880,0.00000,,,
179567.764,,-0.05542,-0.02173,-0.95898,0.09155,0.42725,0.12207,,,
179567.769,,-0.05835,-0.02246,-0.95972,0.12207,0.45776,0.00000,1.1,42.1,21.4
179567.774,,-0.05737,-0.02148,-0.95776,0.12207,0.51880,0.00000,,,
179567.779,,-0.05688,-0.02100,-0.96411,0.03052,0.39673,0.03052,,,
179567.784,,-0.05542,-0.02173,-0.96045,0.09155,0.51880,-0.06104,,,
179567.789,,-0.05542,-0.02246,-0.95801,0.12207,0.51880,0.06104,,,
179567.794,,-0.05713,-0.02148,-0.95874,0.09155,0.54932,0.15259,,,
179567.799,,-0.05615,-0.02271,-0.95898,0.18311,0.48828,0.09155,,,
179567.804,,-0.05542,-0.02295,-0.95874,0.12207,0.48828,0.03052,,,
179567.809,,-0.05908,-0.02222,-0.95728,0.12207,0.51880,0.09155,0.6,42.6,21.9
179567.814,,-0.05786,-0.02490,-0.95923,0.09155,0.45776,0.09155,,,
179567.819,,-0.05859,-0.02515,-0.95630,0.00000,0.45776,0.15259,,,
179567.824,,-0.05786,-0.02393,-0.95874,0.00000,0.42725,0.00000,,,
179567.829,,-0.05737,-0.02441,-0.96069,0.12207,0.33569,0.03052,,,
179567.833,,-0.05737,-0.02490,-0.96387,0.12207,0.48828,0.03052,,,
179567.838,,-0.05884,-0.02393,-0.95776,0.12207,0.45776,0.15259,,,
179567.843,,-0.06079,-0.02539,-0.96240,0.00000,0.36621,0.12207,,,
179567.848,,-0.05884,-0.02246,-0.96265,0.06104,0.36621,0.12207,-0.4,41.1,21.6
179567.853,,-0.05908,-0.01929,-0.95728,0.18311,0.39673,0.15259,,,
179567.858,,-0.05664,-0.02319,-0.96240,0.03052,0.36621,0.06104,,,
179567.863,,-0.05615,-0.02148,-0.96021,0.12207,0.39673,0.09155,,,
179567.868,,-0.05713,-0.02417,-0.95996,0.12207,0.45776,0.12207,,,
179567.873,,-0.05591,-0.02026,-0.95972,0.12207,0.39673,0.06104,,,
179567.878,,-0.05859,-0.01904,-0.95801,0.09155,0.48828,0.00000,,,
179567.883,,-0.05957,-0.02271,-0.95605,0.09155,0.48828,0.09155,,,
179567.888,,-0.05737,-0.02197,-0.95801,0.03052,0.48828,0.12207,2.1,42.6,21.7
179567.893,,-0.05811,-0.02417,-0.95630,0.06104,0.45776,0.03052,,,
179567.898,,-0.05518,-0.02197,-0.95605,0.03052,0.51880,0.12207,,,
179567.903,,-0.05640,-0.02319,-0.95850,0.03052,0.42725,0.12207,,,
179567.908,,-0.05737,-0.02197,-0.95996,0.06104,0.51880,0.00000,,,
179567.913,,-0.05737,-0.02026,-0.95850,0.12207,0.33569,-0.12207,,,
179567.918,,-0.05566,-0.02075,-0.96069,0.09155,0.45776,-0.03052,,,
179567.923,,-0.05811,-0.02197,-0.95996,0.06104,0.61035,0.06104,,,
179567.928,,-0.05737,-0.02051,-0.95825,0.00000,0.42725,0.06104,0.1,42.6,21.7
179567.933,,-0.05957,-0.02075,-0.96338,0.03052,0.39673,0.09155,,,
179567.938,,-0.05713,-0.02271,-0.95679,0.03052,0.48828,0.15259,,,
179567.943,,-0.05835,-0.02026,-0.95898,0.15259,0.54932,0.06104,,,
179567.948,,-0.05835,-0.02075,-0.95752,0.15259,0.51880,0.00000,,,
179567.953,,-0.05566,-0.02344,-0.95996,0.06104,0.42725,0.06104,,,
179567.958,,-0.05737,-0.02246,-0.96216,0.09155,0.45776,0.03052,,,
179567.963,,-0.05591,-0.02246,-0.96069,0.09155,0.45776,0.09155,,,
179567.968,,-0.05542,-0.01953,-0.95532,0.06104,0.45776,0.09155,1.1,44.1,21.9
179567.972,,-0.05640,-0.02026,-0.95850,0.06104,0.39673,0.12207,,,
179567.977,,-0.05688,-0.02295,-0.95581,0.00000,0.42725,0.06104,,,
179567.982,,-0.05859,-0.02246,-0.96021,0.12207,0.45776,0.12207,,,
179567.987,,-0.05786,-0.02197,-0.95801,0.18311,0.54932,0.12207,,,
179567.992,,-0.05981,-0.02222,-0.96021,0.09155,0.42725,0.15259,,,
179567.997,,-0.05762,-0.02368,-0.95361,-0.03052,0.42725,0.15259,,,
179568.002,,-0.05737,-0.02490,-0.95825,-0.03052,0.57983,0.03052,,,
179568.007,,-0.05737,-0.02148,-0.95483,0.09155,0.54932,0.12207,1.6,42.1,21.1
179568.012,,-0.05713,-0.02075,-0.95581,0.18311,0.36621,0.09155,,,
179568.017,,-0.05737,-0.02100,-0.96045,0.12207,0.45776,0.15259,,,
179568.022,,-0.05688,-0.02148,-0.96631,0.06104,0.48828,0.21362,,,
179568.027,,-0.05933,-0.02539,-0.96069,0.18311,0.48828,0.18311,,,
179568.032,,-0.05811,-0.02295,-0.95898,0.15259,0.45776,0.09155,,,
179568.037,,-0.05591,-0.02173,-0.95874,0.06104,0.39673,0.06104,,,
179568.042,,-0.05786,-0.02222,-0.96069,0.06104,0.33569,0.15259,,,
179568.047,,-0.06104,-0.02222,-0.95728,-0.03052,0.30518,0.09155,0.6,42.6,21.9
179568.052,,-0.05835,-0.01929,-0.96216,0.06104,0.42725,0.00000,,,
179568.057,,-0.05591,-0.02271,-0.96167,0.03052,0.45776,0.00000,,,
179568.062,,-0.05664,-0.02246,-0.95801,-0.12207,0.48828,0.03052,,,
179568.067,,-0.05811,-0.02319,-0.95923,-0.21362,0.33569,0.03052,,,
179568.072,,-0.05908,-0.02417,-0.96265,0.00000,0.45776,-0.03052,,,
179568.077,,-0.05859,-0.02173,-0.95825,0.18311,0.54932,0.03052,,,
179568.082,,-0.05811,-0.02368,-0.95947,0.12207,0.39673,0.12207,,,
179568.087,,-0.05762,-0.02075,-0.95703,0.00000,0.33569,0.03052,2.1,42.1,21.1
179568.092,,-0.05615,-0.02319,-0.96021,0.03052,0.39673,0.15259,,,
179568.097,,-0.05859,-0.02246,-0.95972,-0.06104,0.39673,0.18311,,,
179568.102,,-0.05859,-0.02197,-0.95532,-0.03052,0.39673,0.06104,,,
179568.107,,-0.05713,-0.02148,-0.95654,0.03052,0.45776,0.09155,,,
179568.111,,-0.05737,-0.02246,-0.95898,0.06104,0.54932,0.15259,,,
179568.116,,-0.05859,-0.02417,-0.95728,0.00000,0.51880,0.21362,,,
179568.121,,-0.05713,-0.02222,-0.95581,-0.09155,0.48828,0.12207,,,
179568.126,,-0.05835,-0.02051,-0.95728,-0.06104,0.30518,0.06104,1.1,41.1,21.3
179568.131,,-0.05737,-0.02173,-0.95996,0.09155,0.42725,0.06104,,,
179568.136,,-0.05542,-0.02124,-0.96240,0.18311,0.57983,0.12207,,,
179568.141,,-0.05566,-0.01953,-0.95825,-0.03052,0.42725,0.09155,,,
179568.146,,-0.05737,-0.01855,-0.95850,-0.09155,0.39673,0.30518,,,
179568.151,,-0.05933,-0.02222,-0.96240,0.03052,0.57983,0.21362,,,
179568.156,,-0.05713,-0.02344,-0.96069,0.24414,0.57983,0.00000,,,
179568.161,,-0.05859,-0.02368,-0.95972,0.15259,0.42725,0.18311,,,
179568.166,,-0.05737,-0.02197,-0.95850,0.09155,0.39673,0.06104,1.1,40.6,21.7
179568.171,,-0.05737,-0.02222,-0.95630,0.03052,0.39673,0.03052,,,
179568.176,,-0.05835,-0.02148,-0.95898,0.00000,0.45776,0.06104,,,
179568.181,,-0.05933,-0.02368,-0.95703,0.09155,0.54932,0.03052,,,
179568.186,,-0.05420,-0.02197,-0.95581,0.03052,0.51880,0.06104,,,
179568.191,,-0.05322,-0.02271,-0.95679,0.03052,0.30518,0.12207,,,
179568.196,,-0.05737,-0.02002,-0.95996,0.06104,0.33569,0.03052,,,
179568.201,,-0.05566,-0.02246,-0.95752,0.00000,0.54932,0.06104,,,
179568.206,,-0.05591,-0.02368,-0.96240,0.09155,0.51880,0.12207,0.1,40.6,21.9
179568.211,,-0.05762,-0.02661,-0.95972,-0.03052,0.36621,0.18311,,,
179568.216,,-0.05493,-0.02368,-0.95996,-0.09155,0.24414,0.03052,,,
179568.221,,-0.05762,-0.02441,-0.96045,0.00000,0.42725,-0.03052,,,
179568.226,,-0.05591,-0.01953,-0.96021,-0.03052,0.51880,0.21362,,,
179568.231,,-0.05688,-0.02124,-0.96313,0.06104,0.33569,0.18311,,,
179568.236,,-0.05762,-0.02246,-0.96143,0.00000,0.39673,0.15259,,,
179568.241,,-0.06030,-0.02124,-0.95923,0.03052,0.39673,0.12207,,,
179568.246,,-0.05786,-0.02661,-0.95947,0.09155,0.42725,0.12207,0.1,39.6,21.8
179568.251,,-0.05713,-0.02368,-0.96118,0.18311,0.48828,0.15259,,,
179568.255,,-0.06006,-0.02051,-0.95947,0.09155,0.54932,0.06104,,,
179568.260,,-0.06006,-0.02246,-0.95898,0.03052,0.42725,0.06104,,,
179568.265,,-0.05786,-0.02197,-0.95776,0.09155,0.45776,0.18311,,,
179568.270,,-0.05542,-0.02466,-0.95947,0.06104,0.54932,0.15259,,,
179568.275,,-0.05640,-0.02246,-0.95923,0.15259,0.30518,0.06104,,,
179568.280,,-0.05518,-0.02271,-0.96045,0.18311,0.27466,0.03052,,,
179568.285,,-0.05469,-0.02173,-0.95972,0.03052,0.36621,0.03052,-1.4,43.6,21.7
179568.290,,-0.05786,-0.02173,-0.96167,0.03052,0.42725,0.09155,,,
179568.295,,-0.05884,-0.02466,-0.96143,0.18311,0.33569,0.03052,,,
179568.300,,-0.05542,-0.02197,-0.95752,-0.06104,0.42725,0.06104,,,
179568.305,,-0.05811,-0.02368,-0.95459,0.03052,0.39673,0.09155,,,
179568.310,,-0.05786,-0.02393,-0.95776,0.09155,0.42725,0.15259,,,
179568.315,,-0.05664,-0.02393,-0.95972,0.09155,0.30518,0.18311,,,
179568.320,,-0.05664,-0.02173,-0.96094,0.09155,0.45776,0.03052,,,
179568.325,,-0.05884,-0.02124,-0.95947,0.12207,0.45776,-0.03052,1.1,43.6,21.8
179568.330,,-0.05713,-0.02271,-0.96265,0.09155,0.48828,0.12207,,,
179568.335,,-0.05933,-0.02173,-0.96143,0.00000,0.51880,0.09155,,,
179568.340,,-0.05884,-0.02124,-0.95703,0.12207,0.54932,0.09155,,,
179568.345,,-0.05688,-0.02246,-0.95923,0.15259,0.54932,0.03052,,,
179568.350,,-0.05542,-0.02148,-0.95728,0.12207,0.45776,-0.06104,,,
179568.355,,-0.05811,-0.02271,-0.95703,0.12207,0.54932,0.03052,,,
179568.360,,-0.05786,-0.02100,-0.95923,-0.06104,0.48828,0.03052,,,
179568.365,,-0.05688,-0.01953,-0.96240,0.00000,0.54932,0.00000,1.1,42.6,22.4
179568.370,,-0.05396,-0.02368,-0.96045,0.09155,0.39673,0.03052,,,
179568.375,,-0.05835,-0.02271,-0.95679,0.06104,0.45776,0.03052,,,
179568.380,,-0.05835,-0.02246,-0.95898,0.03052,0.54932,0.09155,,,
179568.385,,-0.05615,-0.02393,-0.95850,0.09155,0.42725,0.00000,,,
179568.390,,-0.05713,-0.02197,-0.96265,0.15259,0.39673,-0.06104,,,
179568.394,,-0.05713,-0.02124,-0.96167,0.09155,0.57983,-0.03052,,,
179568.399,,-0.05933,-0.02368,-0.95898,0.12207,0.51880,0.12207,,,
179568.404,,-0.05762,-0.02246,-0.95850,0.12207,0.45776,0.00000,2.1,41.6,22.1
179568.409,,-0.05664,-0.02124,-0.96069,0.15259,0.51880,0.12207,,,
179568.414,,-0.05713,-0.01855,-0.95776,0.15259,0.48828,0.15259,,,
179568.419,,-0.05737,-0.02466,-0.95728,0.12207,0.45776,-0.03052,,,
179568.424,,-0.05396,-0.02563,-0.95508,0.00000,0.54932,-0.06104,,,
179568.429,,-0.05542,-0.02173,-0.96045,0.00000,0.48828,0.00000,,,
179568.434,,-0.05640,-0.02197,-0.96021,-0.03052,0.48828,0.15259,,,
179568.439,,-0.05762,-0.02124,-0.95972,0.15259,0.48828,0.06104,,,
179568.444,,-0.05908,-0.02246,-0.96069,0.06104,0.33569,0.00000,0.1,41.1,21.6
179568.449,,-0.05957,-0.02124,-0.95801,0.03052,0.33569,0.00000,,,
179568.454,,-0.05591,-0.02197,-0.95850,0.09155,0.45776,0.03052,,,
179568.459,,-0.05591,-0.02173,-0.95776,0.00000,0.45776,0.00000,,,
179568.464,,-0.05640,-0.02051,-0.95996,-0.06104,0.39673,0.06104,,,
179568.469,,-0.05664,-0.02148,-0.96240,0.12207,0.33569,0.12207,,,
179568.474,,-0.05786,-0.02319,-0.96045,0.03052,0.42725,0.00000,,,
179568.479,,-0.05640,-0.02295,-0.96045,0.03052,0.48828,0.06104,,,
179568.484,,-0.05786,-0.01904,-0.95679,0.06104,0.30518,0.09155,1.6,42.6,21.4
179568.489,,-0.05786,-0.02051,-0.95435,0.00000,0.42725,0.09155,,,
179568.494,,-0.05811,-0.02344,-0.95654,-0.06104,0.42725,0.03052,,,
179568.499,,-0.05908,-0.02148,-0.96118,0.09155,0.39673,0.03052,,,
179568.504,,-0.06006,-0.02173,-0.96143,0.09155,0.33569,0.06104,,,
179568.509,,-0.05884,-0.02490,-0.95874,0.18311,0.48828,0.03052,,,
179568.514,,-0.05640,-0.02393,-0.96069,0.03052,0.48828,0.03052,,,
179568.519,,-0.05884,-0.02173,-0.96021,0.06104,0.48828,0.00000,,,
179568.524,,-0.05737,-0.02319,-0.95728,0.12207,0.39673,-0.03052,0.1,41.1,21.4
179568.529,,-0.05615,-0.02344,-0.95874,0.09155,0.39673,0.00000,,,
179568.533,,-0.05566,-0.02051,-0.96045,0.03052,0.39673,0.18311,,,
179568.538,,-0.05884,-0.02368,-0.95654,0.24414,0.54932,0.12207,,,
179568.543,,-0.05737,-0.02368,-0.96021,-0.03052,0.36621,0.03052,,,
179568.548,,-0.05884,-0.01587,-0.95923,0.09155,0.48828,0.03052,,,
179568.553,,-0.05786,-0.02246,-0.96021,0.03052,0.45776,0.12207,,,
179568.558,,-0.05493,-0.02490,-0.95923,0.06104,0.51880,0.12207,,,
179568.563,24.410,-0.05566,-0.02271,-0.95996,0.03052,0.42725,0.12207,0.6,43.1,21.2
179568.568,,-0.05737,-0.02100,-0.95752,0.06104,0.51880,0.00000,,,
179568.573,,-0.05786,-0.01978,-0.95874,0.06104,0.57983,0.12207,,,
179568.578,,-0.05518,-0.02222,-0.95874,0.15259,0.48828,0.18311,,,
179568.583,,-0.05591,-0.02319,-0.95874,0.09155,0.39673,0.12207,,,
179568.588,,-0.05713,-0.01880,-0.95801,0.09155,0.42725,0.15259,,,
179568.593,,-0.05542,-0.02051,-0.95874,0.15259,0.30518,0.09155,,,
179568.598,,-0.05859,-0.02173,-0.95581,0.03052,0.42725,0.15259,,,
179568.603,,-0.05933,-0.02124,-0.96094,0.03052,0.54932,0.09155,0.6,40.6,21.3
179568.608,,-0.05493,-0.02075,-0.96216,0.12207,0.42725,0.12207,,,
179568.613,,-0.05640,-0.02148,-0.95972,0.03052,0.45776,0.09155,,,
179568.618,,-0.05664,-0.02002,-0.95874,0.06104,0.36621,0.09155,,,
179568.623,,-0.05786,-0.02100,-0.96069,0.03052,0.36621,0.09155,,,
179568.628,,-0.05664,-0.02197,-0.96167,0.03052,0.51880,0.18311,,,
179568.633,,-0.05518,-0.01855,-0.96143,0.09155,0.51880,0.12207,,,
179568.638,,-0.05884,-0.02173,-0.96069,0.03052,0.54932,0.06104,,,
179568.643,,-0.05566,-0.02002,-0.95654,0.03052,0.33569,0.06104,2.6,42.6,21.4
179568.648,,-0.05933,-0.02197,-0.95801,0.09155,0.36621,-0.03052,,,
179568.653,,-0.05640,-0.02490,-0.95605,0.09155,0.48828,0.09155,,,
