PTID,EAST,NORTH,LAT,LON,ELLIPSOID_ELEV,ORTHOMETRIC_ELEV,SONARDEPTH
4921,328807.511,1961492.038,17.73400429,-64.61454047,-42.076, ,0.920
4922,328806.298,1961492.050,17.73400430,-64.61455191,-42.176, ,0.810
4923,328805.176,1961491.738,17.73400140,-64.61456246,-42.071, ,0.990
4924,328804.095,1961491.411,17.73399836,-64.61457262,-42.129, ,0.990
4925,328802.832,1961490.975,17.73399432,-64.61458450,-42.200, ,1.080
4926,328801.937,1961490.631,17.73399114,-64.61459291,-42.128, ,1.080
4927,328800.883,1961490.288,17.73398796,-64.61460282,-42.103, ,1.660
4928,328799.888,1961489.900,17.73398438,-64.61461217,-42.169, ,1.760
4929,328796.549,1961489.159,17.73397743,-64.61464359,-42.169, ,1.860
4930,328794.484,1961488.860,17.73397457,-64.61466303,-42.048, ,1.800
4931,328792.511,1961488.466,17.73397085,-64.61468160,-42.122, ,1.630
4932,328791.046,1961487.716,17.73396396,-64.61469536,-42.153, ,1.610
4933,328904.665,1961536.844,17.73441666,-64.61362809,-42.105, ,1.030
4934,328904.543,1961536.232,17.73441112,-64.61362919,-42.125, ,1.020
4935,328905.019,1961535.403,17.73440367,-64.61362463,-42.120, ,1.020
4936,328905.271,1961535.191,17.73440177,-64.61362224,-42.142, ,1.080
4937,328904.901,1961533.672,17.73438802,-64.61362560,-42.105, ,1.090
4938,328904.699,1961533.482,17.73438628,-64.61362749,-42.072, ,1.230
4939,328864.062,1961522.342,17.73428248,-64.61400973,-42.150, ,1.390
4940,328863.723,1961522.436,17.73428330,-64.61401294,-42.159, ,1.320
4941,328863.530,1961522.464,17.73428354,-64.61401476,-42.161, ,1.320
4942,328863.250,1961522.539,17.73428420,-64.61401741,-42.145, ,1.320
4943,328862.977,1961522.578,17.73428453,-64.61401998,-42.145, ,1.320
4944,328862.677,1961522.633,17.73428500,-64.61402282,-42.138, ,1.390
4945,328862.369,1961522.684,17.73428544,-64.61402572,-42.146, ,1.400
4946,328862.079,1961522.700,17.73428556,-64.61402846,-42.131, ,1.370
4947,328861.793,1961522.715,17.73428568,-64.61403116,-42.142, ,1.290
4948,328861.529,1961522.703,17.73428555,-64.61403365,-42.102, ,1.330
4949,328861.215,1961522.705,17.73428554,-64.61403661,-42.120, ,1.360
4950,328860.903,1961522.684,17.73428533,-64.61403955,-42.120, ,1.370
4951,328860.603,1961522.617,17.73428470,-64.61404237,-42.123, ,1.400
4952,328860.305,1961522.534,17.73428392,-64.61404517,-42.102, ,1.390
4953,328860.042,1961522.423,17.73428290,-64.61404764,-42.173, ,1.300
4954,328859.817,1961522.284,17.73428163,-64.61404975,-42.120, ,1.320
4955,328859.561,1961522.163,17.73428051,-64.61405216,-42.129, ,1.370
4956,328859.615,1961521.839,17.73427759,-64.61405162,-42.165, ,1.330
4957,328859.743,1961521.468,17.73427425,-64.61405039,-42.108, ,1.330
4958,328859.600,1961521.115,17.73427105,-64.61405170,-42.115, ,1.360
4959,328859.331,1961520.874,17.73426885,-64.61405422,-42.143, ,1.270
4960,328858.769,1961520.677,17.73426703,-64.61405950,-42.102, ,1.370
4961,328858.285,1961520.749,17.73426764,-64.61406407,-42.081, ,1.390
4962,328896.537,1961531.968,17.73437197,-64.61370433,-42.107, ,1.120
4963,328896.540,1961530.695,17.73436047,-64.61370419,-42.134, ,1.060
4964,328894.609,1961529.631,17.73435071,-64.61372231,-42.145, ,0.990
4965,328887.708,1961527.669,17.73433245,-64.61378722,-42.116, ,1.140
4966,328884.691,1961526.761,17.73432401,-64.61381559,-42.120, ,1.140
4967,328883.271,1961526.421,17.73432083,-64.61382895,-42.154, ,1.050
4968,328881.393,1961525.867,17.73431567,-64.61384662,-42.123, ,1.210
4969,328880.388,1961525.569,17.73431290,-64.61385607,-42.158, ,1.060
4970,328879.247,1961525.332,17.73431067,-64.61386681,-42.150, ,1.060
4971,328878.048,1961525.136,17.73430881,-64.61387809,-42.099, ,1.200
4972,328876.881,1961524.889,17.73430649,-64.61388908,-42.049, ,1.230
4973,328875.679,1961524.699,17.73430468,-64.61390040,-42.081, ,1.360
4974,328874.617,1961524.325,17.73430122,-64.61391038,-42.113, ,1.290
4975,328873.538,1961523.847,17.73429681,-64.61392051,-42.106, ,1.230
4976,328872.392,1961523.487,17.73429347,-64.61393129,-42.163, ,1.170
4977,328871.357,1961522.943,17.73428848,-64.61394100,-42.125, ,1.260
4978,328870.259,1961522.434,17.73428379,-64.61395131,-42.112, ,1.060
4979,328869.124,1961522.084,17.73428054,-64.61396199,-42.097, ,1.240
4980,328867.952,1961521.683,17.73427683,-64.61397300,-42.003, ,1.370
4981,328866.748,1961521.223,17.73427258,-64.61398432,-42.117, ,1.260
4982,328865.591,1961520.763,17.73426833,-64.61399519,-42.080, ,1.320
4983,328864.405,1961520.339,17.73426441,-64.61400634,-42.081, ,1.420
4984,328863.340,1961519.739,17.73425891,-64.61401633,-42.154, ,1.480
4985,328862.240,1961519.190,17.73425386,-64.61402666,-42.077, ,1.550
4986,328861.125,1961518.683,17.73424919,-64.61403713,-42.124, ,1.480
4987,328859.906,1961517.961,17.73424258,-64.61404856,-42.110, ,1.480
4988,328858.853,1961517.513,17.73423845,-64.61405846,-42.149, ,1.240
4989,328857.774,1961516.991,17.73423365,-64.61406859,-42.200, ,1.170
4990,328856.741,1961516.440,17.73422859,-64.61407828,-42.109, ,1.090
4991,328855.690,1961515.988,17.73422442,-64.61408815,-42.216, ,1.180
4992,328854.620,1961515.425,17.73421925,-64.61409820,-42.127, ,1.270
4993,328853.173,1961514.562,17.73421134,-64.61411177,-42.134, ,1.320
4994,328852.330,1961514.122,17.73420730,-64.61411968,-42.204, ,1.200
4995,328851.283,1961513.493,17.73420154,-64.61412950,-42.152, ,1.240
4996,328850.002,1961512.764,17.73419485,-64.61414152,-42.147, ,1.240
4997,328849.124,1961512.378,17.73419129,-64.61414977,-42.195, ,1.240
4998,328848.066,1961511.856,17.73418650,-64.61415970,-42.107, ,1.020
4999,328847.066,1961511.427,17.73418254,-64.61416910,-42.149, ,1.030
5000,328845.991,1961511.049,17.73417904,-64.61417920,-42.189, ,1.080
5001,328844.962,1961510.524,17.73417422,-64.61418886,-42.115, ,1.050
5002,328843.246,1961510.014,17.73416948,-64.61420500,-42.129, ,1.240
5003,328841.594,1961509.661,17.73416616,-64.61422055,-42.134, ,1.170
5004,328840.798,1961509.244,17.73416233,-64.61422802,-42.184, ,1.170
5005,328839.891,1961508.392,17.73415456,-64.61423650,-42.135, ,1.200
5006,328839.131,1961507.578,17.73414715,-64.61424360,-42.161, ,1.200
5007,328838.468,1961506.626,17.73413850,-64.61424977,-42.178, ,1.030
5008,328837.949,1961505.667,17.73412979,-64.61425459,-42.089, ,1.150
5009,328837.468,1961504.436,17.73411863,-64.61425902,-42.136, ,1.000
5010,328837.205,1961503.667,17.73411166,-64.61426144,-42.171, ,0.930
5011,328836.937,1961502.569,17.73410172,-64.61426388,-42.077, ,1.020
5012,328836.693,1961501.828,17.73409501,-64.61426612,-42.167, ,0.870
5013,328836.347,1961500.695,17.73408474,-64.61426929,-42.066, ,1.050
5014,328836.174,1961499.520,17.73407411,-64.61427083,-42.151, ,1.060
