pid,UTMx,UTMy,h
1403,327663.570844,1967917.104129,-38.847000
1404,327662.736380,1967916.613313,-38.752000
1405,327661.645994,1967916.321725,-38.982000
1406,327660.755204,1967915.815902,-38.938000
1407,327659.824276,1967915.449883,-38.854000
1408,327659.190283,1967915.090142,-38.945000
1409,327658.374990,1967914.609121,-38.883000
1410,327657.554409,1967914.252106,-38.803000
1411,327656.637293,1967913.889287,-38.914000
1412,327655.992309,1967913.362518,-38.800000
1413,327655.123640,1967913.084501,-38.907000
1414,327654.367862,1967912.619566,-38.909000
1415,327653.740364,1967912.030665,-38.850000
1416,327652.857922,1967911.753875,-38.974000
1417,327652.132458,1967911.238871,-38.947000
1418,327651.388461,1967910.665369,-38.882000
1419,327650.424359,1967910.264220,-38.952000
1420,327649.735095,1967909.766611,-38.900000
1421,327649.075047,1967909.214516,-38.752000
1422,327648.161163,1967908.735458,-38.845000
1423,327647.474379,1967908.157032,-38.889000
1424,327646.911932,1967907.488985,-38.776000
1425,327646.084269,1967906.804423,-38.863000
1426,327645.490371,1967906.422199,-38.950000
1427,327644.672826,1967905.803957,-38.938000
1428,327643.946868,1967905.354258,-38.902000
1429,327643.078860,1967904.908005,-38.826000
1430,327642.268640,1967904.278631,-38.884000
1431,327641.472554,1967903.811832,-38.840000
1432,327640.719572,1967903.302602,-38.917000
1433,327639.966580,1967902.792264,-38.952000
1434,327639.310096,1967902.284410,-38.897000
1435,327638.636898,1967901.805478,-38.778000
1436,327637.907470,1967901.322606,-38.793000
1437,327637.183742,1967900.763316,-38.923000
1438,327636.504859,1967900.240161,-38.882000
1439,327635.795095,1967899.701779,-38.829000
1440,327634.855530,1967899.318128,-38.909000
1441,327634.089259,1967898.743712,-38.783000
1442,327633.226705,1967898.315121,-38.890000
1443,327632.477517,1967897.876692,-38.943000
1444,327631.749332,1967897.414838,-38.843000
1445,327630.930247,1967896.985870,-38.882000
1446,327630.072165,1967896.583803,-38.944000
1447,327629.411161,1967896.043891,-38.833000
1448,327628.518155,1967895.771621,-38.854000
1449,327627.855558,1967895.292597,-38.851000
1450,327627.166169,1967894.780601,-38.783000
1451,327626.449709,1967894.448140,-38.980000
1452,327625.694131,1967894.006446,-38.852000
1453,327624.762888,1967893.482161,-38.876000
1454,327623.539702,1967892.671537,-38.839000
1455,327622.744219,1967892.274461,-38.793000
1456,327622.109356,1967891.692265,-38.848000
1457,327621.344307,1967891.136655,-38.776000
1458,327620.461268,1967890.791251,-38.884000
1459,327619.802667,1967890.161669,-38.828000
1460,327618.837785,1967889.670879,-38.875000
1461,327618.034641,1967889.246200,-38.868000
1462,327617.234472,1967888.919999,-39.011000
1463,327616.670149,1967888.402492,-38.798000
1464,327615.649058,1967888.154576,-38.915000
1465,327614.978041,1967887.560520,-38.864000
1466,327614.052382,1967887.191136,-38.788000
1467,327613.328537,1967886.618567,-38.848000
1468,327612.666377,1967886.067598,-38.809000
1469,327611.867992,1967885.702645,-38.879000
1470,327611.112100,1967885.102684,-38.834000
1471,327610.252428,1967884.639758,-38.902000
1472,327609.417343,1967884.199861,-38.947000
1473,327608.645951,1967883.646520,-38.851000
1474,327607.862678,1967883.312426,-39.017000
1475,327607.117159,1967882.930412,-38.897000
1476,327606.346065,1967882.411378,-38.841000
1477,327605.496579,1967882.022519,-38.950000
1478,327604.827572,1967881.538017,-38.823000
1479,327604.033950,1967881.111042,-38.836000
1480,327603.186530,1967880.593778,-38.871000
1481,327602.473027,1967879.991236,-38.911000
1482,327601.595696,1967879.570522,-38.913000
1483,327600.781886,1967879.016442,-38.904000
1484,327599.723267,1967878.353808,-38.976000
1485,327598.927628,1967877.694426,-38.887000
1486,327597.954884,1967877.397392,-38.953000
1487,327597.114155,1967876.795954,-38.778000
1488,327596.056352,1967876.227390,-38.874000
1489,327595.118209,1967875.641186,-38.894000
1490,327594.281385,1967875.000977,-38.891000
1491,327593.239640,1967874.694581,-38.947000
1492,327592.389317,1967874.209439,-38.890000
1493,327591.486276,1967873.636212,-38.758000
1494,327590.480739,1967873.103718,-38.893000
1495,327589.719367,1967872.361030,-38.836000
1496,327588.573475,1967871.905016,-38.934000
1497,327587.925710,1967871.424757,-38.893000
1498,327587.002745,1967870.877159,-38.864000
1499,327585.957679,1967870.432444,-38.897000
1500,327585.003657,1967869.971445,-38.954000
1501,327583.948857,1967869.504680,-38.850000
1502,327582.892656,1967869.120935,-38.938000
1503,327581.890406,1967868.600588,-38.885000
1504,327580.946173,1967867.923680,-38.900000
1505,327580.007750,1967867.305382,-38.831000
1506,327578.959478,1967866.735629,-38.917000
1507,327578.074537,1967866.171100,-38.887000
1508,327576.860698,1967865.582861,-38.857000
1509,327575.949591,1967864.935550,-38.890000
1510,327575.131775,1967864.530922,-38.953000
1511,327574.116369,1967863.960884,-38.914000
1512,327572.968792,1967863.432944,-38.879000
1513,327572.078318,1967862.841899,-38.776000
1514,327571.035266,1967862.384994,-38.884000
1515,327570.057198,1967861.841195,-38.926000
1516,327569.079514,1967861.341664,-38.877000
1517,327568.010859,1967860.989018,-38.895000
1518,327567.148781,1967860.371165,-38.811000
1519,327566.304444,1967859.842807,-38.859000
1520,327565.525653,1967859.414598,-38.874000
1521,327564.704906,1967859.038773,-38.918000
1522,327564.398256,1967858.035365,-39.378000
1523,327563.431711,1967857.597718,-39.202000
1524,327562.333470,1967857.134651,-39.271000
1525,327561.023476,1967856.951225,-39.415000
1526,327560.410411,1967856.682062,-39.253000
1527,327559.559514,1967856.008772,-39.115000
1528,327558.604467,1967855.307611,-39.232000
1529,327557.634541,1967854.480404,-39.167000
1530,327557.047983,1967853.844665,-39.241000
1531,327556.222518,1967853.291795,-39.187000
1532,327555.358777,1967852.482483,-39.257000
1533,327554.276091,1967851.734837,-39.310000
1534,327553.563834,1967851.276168,-39.281000
1535,327553.069007,1967850.825573,-39.213000
1536,327552.188111,1967849.994274,-39.178000
1537,327551.361775,1967849.218947,-39.186000
1538,327550.553693,1967848.470025,-39.313000
1539,327549.824342,1967847.874263,-39.352000
1540,327549.023428,1967847.218249,-39.211000
1541,327548.526955,1967846.700155,-39.158000
1542,327547.804920,1967846.092155,-39.200000
1543,327547.172739,1967845.575238,-39.204000
1544,327546.671048,1967845.188897,-39.288000
1545,327545.429285,1967844.926297,-38.853000
1546,327545.023080,1967844.546875,-38.810000
1547,327544.574275,1967844.145686,-38.849000
1548,327544.345318,1967843.786861,-38.923000
1549,327543.998831,1967843.446764,-38.816000
1550,327543.431185,1967843.035539,-38.926000
1551,327542.954302,1967842.697681,-38.793000
1552,327542.164937,1967842.272885,-38.862000
1553,327541.563508,1967841.878555,-38.863000
1554,327540.890581,1967841.553466,-38.899000
1555,327540.108650,1967841.007966,-38.893000
1556,327539.654599,1967840.368864,-38.826000
1557,327539.292191,1967839.660346,-38.755000
1558,327538.791135,1967838.980701,-38.922000
1559,327538.456384,1967838.404757,-38.850000
1560,327538.089517,1967837.915421,-38.958000
1561,327537.688257,1967837.495005,-38.900000
1562,327537.233818,1967836.933381,-38.840000
1563,327536.858478,1967836.445226,-38.929000
1564,327536.461889,1967835.829974,-38.924000
1565,327536.052585,1967834.971340,-38.830000
1566,327535.888153,1967834.106154,-38.747000
1567,327535.652983,1967833.275892,-38.777000
1568,327535.506413,1967832.636335,-38.850000
1569,327535.741173,1967832.319970,-38.821000
1570,327536.540912,1967832.351766,-39.470000
1571,327525.221037,1967825.736251,-38.957000
1572,327524.267296,1967825.430201,-38.970000
1573,327523.190969,1967825.293448,-38.878000
1574,327522.253830,1967824.823450,-38.900000
1575,327521.313218,1967824.442026,-38.811000
1576,327520.362240,1967824.210108,-38.944000
1577,327519.443284,1967823.880514,-38.827000
1578,327518.615257,1967823.521355,-38.802000
1579,327517.761304,1967823.107082,-38.888000
1580,327517.016566,1967822.571221,-38.814000
1581,327515.860749,1967822.193878,-38.859000
1582,327514.805503,1967821.676208,-38.909000
1583,327513.869436,1967821.085562,-38.904000
1584,327513.024485,1967820.364631,-38.849000
1585,327512.235958,1967819.548026,-38.966000
1586,327511.607511,1967818.850672,-39.000000
1587,327510.956650,1967818.014057,-38.969000
1588,327510.468481,1967817.231370,-39.006000
1589,327510.111065,1967816.487392,-38.847000
1590,327509.818217,1967815.730678,-38.894000
1591,327509.835217,1967815.124012,-38.750000
1592,327510.625034,1967814.623529,-39.545000
1593,327510.502153,1967814.025824,-39.675000
1594,327496.611958,1967807.027551,-38.803000
1595,327492.486226,1967806.891815,-38.862000
1596,327491.119424,1967806.882651,-38.915000
1597,327490.051456,1967806.609692,-38.945000
1598,327488.888821,1967806.668484,-38.866000
1599,327487.759928,1967806.461354,-38.872000
1600,327486.696262,1967806.073252,-38.923000
1601,327485.707951,1967805.937950,-38.818000
1602,327484.751107,1967805.519037,-38.842000
1603,327483.751134,1967805.017490,-38.836000
1604,327482.674201,1967804.811016,-38.884000
1605,327481.602972,1967804.650978,-38.861000
1606,327480.497086,1967804.407125,-38.852000
1607,327479.281626,1967804.365658,-38.911000
1608,327478.132732,1967804.175305,-38.861000
1609,327477.047560,1967803.874826,-38.868000
1610,327475.982545,1967803.819879,-38.949000
1611,327474.942892,1967803.633004,-38.832000
1612,327473.847960,1967803.185407,-38.799000
1613,327472.715005,1967803.121089,-38.943000
1614,327471.697975,1967802.853222,-38.823000
1615,327470.508620,1967802.643298,-38.837000
1616,327469.373006,1967802.517023,-38.971000
1617,327468.355246,1967802.165047,-38.720000
1618,327467.121845,1967801.889099,-38.793000
1619,327466.044549,1967801.518824,-38.926000
1620,327464.824060,1967801.386646,-38.848000
1621,327463.828660,1967801.411890,-38.929000
1622,327462.479926,1967801.163506,-38.873000
1623,327461.399267,1967800.772232,-38.768000
1624,327460.399370,1967800.279540,-38.753000
1625,327459.414230,1967799.776758,-38.829000
1626,327458.432593,1967799.433324,-38.938000
1627,327457.486312,1967799.009893,-38.943000
1628,327456.576399,1967798.500925,-38.919000
1629,327455.734974,1967798.064409,-38.923000
1630,327455.039257,1967797.435155,-38.831000
1631,327454.186807,1967796.950037,-38.888000
1632,327453.382720,1967796.539760,-38.882000
1633,327452.605481,1967795.924495,-38.777000
1634,327451.496185,1967795.532364,-38.958000
1635,327450.701182,1967794.947136,-38.847000
1636,327449.898991,1967794.266787,-38.846000
1637,327449.084635,1967793.650738,-38.867000
1638,327448.458142,1967792.934553,-38.793000
1639,327447.642040,1967792.361683,-38.854000
1640,327446.842171,1967791.704557,-38.858000
1641,327445.942728,1967791.058256,-38.779000
1642,327445.051814,1967790.417415,-38.931000
1643,327444.178777,1967789.881564,-38.964000
1644,327443.153649,1967789.291694,-38.958000
1645,327442.414885,1967789.077859,-38.952000
1646,327441.503238,1967788.491431,-38.762000
1647,327440.593650,1967788.020091,-38.865000
1648,327439.697708,1967787.654884,-38.833000
1649,327438.813646,1967787.070430,-38.740000
1650,327437.810852,1967786.732714,-38.892000
1651,327436.968827,1967786.349330,-38.913000
1652,327435.837327,1967785.842287,-38.833000
1653,327434.964194,1967785.661715,-38.951000
1654,327434.019604,1967785.433066,-38.907000
1655,327432.965637,1967785.185444,-38.868000
1656,327431.800854,1967784.752845,-38.841000
1657,327430.732196,1967784.644806,-38.956000
1658,327429.868012,1967784.273789,-38.803000
1659,327428.764247,1967783.908174,-38.820000
1660,327427.660604,1967783.678693,-38.923000
1661,327426.634191,1967783.185125,-38.856000
1662,327425.422697,1967782.868037,-38.873000
1663,327424.184239,1967782.376312,-38.922000
1664,327423.387967,1967782.011347,-38.876000
1665,327422.319804,1967781.716257,-38.904000
1666,327421.417611,1967781.119786,-38.711000
1667,327420.149727,1967780.658200,-38.887000
1668,327419.299828,1967780.222866,-38.854000
1669,327418.426934,1967779.703616,-38.911000
1670,327417.454768,1967779.474100,-38.921000
1671,327416.616675,1967779.055266,-38.953000
1672,327415.646764,1967778.841226,-38.993000
1673,327414.715286,1967778.413242,-38.789000
1674,327413.723938,1967777.806478,-38.828000
1675,327412.670960,1967777.306501,-38.865000
1676,327411.791208,1967776.608012,-38.818000
1677,327410.876331,1967776.016079,-38.856000
1678,327409.903391,1967775.453428,-38.801000
1679,327408.954103,1967774.928201,-38.861000
1680,327407.856081,1967774.613449,-38.926000
1681,327406.935236,1967774.066947,-38.827000
1682,327405.904635,1967773.701804,-38.983000
1683,327404.940780,1967773.330548,-38.977000
1684,327404.040377,1967772.818178,-38.805000
1685,327402.981701,1967772.394620,-38.923000
1686,327402.131977,1967771.857461,-38.849000
1687,327401.214944,1967771.505720,-38.874000
1688,327400.393378,1967770.792338,-38.754000
1689,327399.320938,1967770.371113,-38.840000
1690,327398.366762,1967769.893521,-38.824000
1691,327397.331035,1967769.426599,-38.882000
1692,327396.223490,1967769.114144,-38.908000
1693,327395.223260,1967768.705573,-38.879000
1694,327394.282491,1967768.184700,-38.767000
1695,327393.227764,1967767.849651,-38.906000
1696,327392.224968,1967767.511937,-38.958000
1697,327391.197718,1967767.288435,-38.844000
1698,327390.173086,1967766.756116,-38.926000
1699,327389.043045,1967766.417294,-38.936000
1700,327388.030284,1967766.030968,-38.788000
1701,327386.964563,1967765.528890,-38.911000
1702,327385.854913,1967765.340413,-38.869000
1703,327385.013334,1967764.764447,-38.783000
1704,327383.943407,1967764.388579,-38.862000
1705,327382.987514,1967763.957488,-38.882000
1706,327382.038145,1967763.545156,-38.873000
1707,327381.195432,1967763.204945,-38.755000
1708,327380.322255,1967762.775349,-38.861000
1709,327379.432051,1967762.582753,-38.935000
1710,327378.754470,1967762.332972,-38.915000
1711,327377.996695,1967762.249904,-38.984000
1712,327377.260780,1967762.120162,-38.886000
1713,327376.461310,1967761.997613,-38.857000
1714,327375.526625,1967761.810938,-38.828000
1715,327374.645306,1967761.664751,-38.755000
1716,327373.696146,1967761.398513,-38.831000
1717,327372.882776,1967760.896457,-38.888000
1718,327372.168862,1967760.492040,-38.881000
1719,327371.544095,1967759.975064,-38.886000
1720,327370.683688,1967759.550892,-38.906000
1721,327369.789248,1967759.114840,-38.939000
1722,327368.766921,1967758.481785,-38.953000
1723,327367.460964,1967757.055414,-38.862000
1724,327366.321799,1967755.178238,-38.864000
1725,327365.830429,1967754.149875,-38.820000
1726,327365.519286,1967753.118839,-38.736000
1727,327365.309982,1967752.093559,-38.823000
1728,327365.031575,1967750.924997,-38.877000
1729,327364.899799,1967750.036285,-39.038000
1730,327364.757543,1967749.283799,-38.880000
1731,327364.568034,1967748.828342,-38.981000
1732,327364.419374,1967748.314978,-39.070000
1733,327364.474929,1967747.875100,-38.864000
1734,327364.558318,1967747.099625,-38.893000
1735,327364.775246,1967746.317456,-38.748000
1736,327365.188661,1967745.573424,-38.779000
1737,327365.728004,1967745.166975,-38.780000
1738,327366.152125,1967744.556771,-38.846000
1739,327366.464507,1967744.021693,-38.941000
1740,327367.028674,1967743.787687,-38.657000
1741,327367.622553,1967743.312143,-38.877000
1742,327368.149394,1967742.931259,-38.995000
1743,327368.659562,1967742.950070,-38.894000
1744,327369.264124,1967742.727887,-38.956000
1745,327369.753030,1967742.740242,-38.927000
1746,327370.241607,1967742.836715,-38.768000
1747,327370.746995,1967742.793588,-38.860000
1748,327371.151639,1967742.992614,-38.896000
1749,327371.736859,1967743.107064,-38.816000
1750,327372.224291,1967743.071839,-38.854000
1751,327372.689018,1967743.352246,-38.852000
1752,327373.373716,1967743.444803,-38.884000
1753,327373.897303,1967743.787785,-38.853000
1754,327374.449519,1967744.008773,-38.845000
1755,327374.931779,1967744.232582,-38.911000
1756,327375.349796,1967744.628500,-38.876000
1757,327375.828937,1967745.103577,-38.881000
1758,327376.391692,1967745.561325,-38.892000
1759,327377.018028,1967746.136948,-38.832000
1760,327377.845064,1967746.747351,-38.846000
1761,327378.356476,1967747.153526,-38.769000
1762,327378.888237,1967747.461021,-38.764000
1763,327379.438976,1967747.756176,-38.950000
1764,327379.916307,1967748.144939,-38.830000
1765,327380.461144,1967748.615018,-38.973000
1766,327381.016436,1967749.190151,-38.959000
1767,327381.329584,1967749.719795,-38.940000
1768,327381.729478,1967750.226550,-38.969000
1769,327382.172857,1967750.856887,-38.874000
1770,327382.684533,1967751.537544,-38.917000
1771,327383.207194,1967751.896030,-38.766000
1772,327383.953248,1967752.460651,-38.689000
1773,327384.501614,1967752.848797,-38.890000
1774,327385.095678,1967753.126975,-38.865000
1775,327385.583611,1967753.515646,-38.768000
1776,327386.317514,1967753.535834,-38.958000
1777,327386.879449,1967754.021259,-38.858000
1778,327387.461148,1967754.218748,-39.071000
1779,327387.973812,1967754.647049,-38.943000
1780,327388.514404,1967754.872565,-39.007000
1781,327389.075261,1967755.234039,-38.932000
1782,327389.662711,1967755.605244,-38.955000
1783,327390.278046,1967755.890984,-38.861000
1784,327390.917584,1967756.155485,-38.805000
1785,327391.555129,1967756.312645,-38.869000
1786,327392.192789,1967756.483086,-38.676000
1787,327392.897694,1967756.338614,-38.706000
1788,327393.555847,1967756.426975,-38.774000
1789,327394.166428,1967756.409497,-39.044000
1790,327394.635050,1967756.650026,-38.889000
1791,327395.136204,1967756.729789,-38.814000
1792,327395.682556,1967756.642034,-39.039000
1793,327396.239330,1967756.899507,-38.949000
1794,327396.795090,1967757.162522,-38.946000
1795,327397.327433,1967757.292926,-38.957000
1796,327397.927527,1967757.288821,-38.737000
1797,327398.518001,1967756.909598,-38.786000
1798,327399.015199,1967756.777999,-38.852000
1799,327399.490431,1967756.680901,-38.805000
1800,327400.060050,1967756.586304,-38.779000
1801,327400.612069,1967756.540558,-38.811000
1802,327401.161561,1967756.570096,-38.892000
1803,327401.600515,1967756.813097,-38.818000
1804,327402.088723,1967756.989263,-38.876000
1805,327402.584986,1967757.238407,-38.866000
1806,327403.004536,1967757.566799,-38.847000
1807,327403.465496,1967757.779725,-38.829000
1808,327403.859338,1967758.200204,-38.828000
1809,327404.118554,1967758.502319,-38.885000
1810,327404.427761,1967758.578215,-38.855000
1811,327404.759412,1967758.796692,-38.909000
1812,327405.058327,1967759.152695,-38.759000
1813,327405.461323,1967759.284223,-38.826000
1814,327405.905850,1967759.436419,-38.910000
1815,327406.220573,1967759.781216,-38.850000
1816,327406.421538,1967759.968731,-38.866000
1817,327406.564748,1967760.220942,-38.830000
1818,327406.708855,1967760.454329,-38.820000
1819,327406.827127,1967760.887162,-38.810000
1820,327407.106440,1967761.183569,-38.923000
1821,327407.332668,1967761.716182,-38.815000
1822,327407.712519,1967761.990686,-38.767000
1823,327407.995105,1967762.419879,-38.866000
1824,327408.190312,1967762.798918,-38.971000
1825,327408.286290,1967763.228624,-38.781000
1826,327408.565097,1967763.710976,-38.943000
1827,327408.659502,1967764.203782,-38.982000
1828,327408.613706,1967764.790777,-38.921000
1829,327408.868121,1967765.150487,-38.759000
1830,327409.310483,1967765.541768,-38.820000
1831,327409.702724,1967766.022027,-38.873000
1832,327410.162278,1967766.561468,-38.884000
1833,327410.609832,1967767.062276,-38.871000
1834,327411.136961,1967767.569033,-38.918000
1835,327411.642831,1967767.947588,-38.959000
1836,327412.186368,1967768.268262,-38.810000
1837,327412.712964,1967768.469551,-38.820000
1838,327413.179029,1967768.782044,-38.891000
1839,327413.697762,1967768.932489,-38.935000
1840,327414.217362,1967769.060791,-38.797000
1841,327414.708349,1967769.068701,-38.893000
1842,327415.321185,1967769.066699,-38.951000
1843,327415.886378,1967769.072859,-38.860000
1844,327416.516833,1967769.024218,-38.857000
1845,327417.114566,1967768.992464,-38.877000
1846,327417.782651,1967768.881517,-38.841000
1847,327418.412850,1967768.681250,-38.766000
1848,327419.037367,1967768.315014,-38.871000
1849,327419.620023,1967768.378574,-38.893000
1850,327420.242451,1967768.260276,-38.726000
1851,327420.840251,1967767.869923,-38.925000
1852,327421.509255,1967767.620620,-38.869000
1853,327422.220822,1967767.388656,-38.936000
1854,327422.903420,1967767.361699,-38.802000
1855,327423.591256,1967767.205202,-38.940000
1856,327424.207832,1967767.145615,-39.053000
1857,327424.843451,1967767.203182,-38.855000
1858,327425.503375,1967767.007084,-38.965000
1859,327426.166726,1967766.961478,-38.871000
1860,327426.843985,1967766.930141,-38.771000
1861,327427.561584,1967766.782240,-38.755000
1862,327428.084995,1967766.738957,-38.844000
1863,327428.620269,1967766.840560,-38.800000
1864,327429.100298,1967766.807615,-38.840000
1865,327429.612874,1967766.859610,-38.963000
1866,327430.082119,1967767.172076,-38.856000
1867,327430.578648,1967767.207608,-38.955000
1868,327431.007271,1967767.359943,-38.974000
1869,327431.441606,1967767.681567,-38.904000
1870,327431.935056,1967767.851047,-38.877000
1871,327432.548968,1967767.972996,-38.961000
1872,327433.150808,1967768.292058,-38.802000
1873,327433.837324,1967768.472037,-38.900000
1874,327434.407174,1967768.770348,-38.823000
1875,327434.986797,1967769.095137,-38.803000
1876,327435.587183,1967769.368833,-38.824000
1877,327436.145457,1967769.677206,-38.827000
1878,327436.750055,1967769.947546,-38.818000
1879,327437.276958,1967770.184250,-38.937000
1880,327437.686607,1967770.593524,-38.927000
1881,327438.095816,1967770.830143,-38.859000
1882,327438.483924,1967771.200867,-38.925000
1883,327438.944309,1967771.591992,-38.936000
1884,327439.444938,1967771.855487,-38.931000
1885,327439.801620,1967772.392501,-38.955000
1886,327440.354879,1967772.855868,-38.841000
1887,327440.775866,1967773.105666,-38.847000
1888,327441.294582,1967773.498498,-38.920000
1889,327441.670694,1967774.075188,-38.856000
1890,327442.114539,1967774.515155,-38.750000
1891,327442.559789,1967774.994955,-38.820000
1892,327442.971952,1967775.449585,-38.833000
1893,327443.384810,1967775.862152,-38.953000
1894,327443.571482,1967776.357478,-38.883000
1895,327443.789664,1967776.818221,-38.882000
1896,327444.048444,1967777.192281,-38.840000
1897,327444.332426,1967777.660199,-38.948000
1898,327444.656087,1967778.179792,-38.885000
1899,327444.998730,1967778.565299,-38.871000
1900,327445.448920,1967778.881251,-38.786000
1901,327445.923062,1967779.147190,-38.869000
1902,327446.287614,1967779.491555,-38.825000
1903,327446.715206,1967779.647219,-38.854000
1904,327447.156058,1967779.864749,-38.881000
1905,327447.537256,1967779.806099,-38.877000
1906,327447.905315,1967779.821719,-39.019000
1907,327448.319223,1967779.866823,-38.860000
1908,327448.732759,1967779.747020,-38.896000
1909,327449.223128,1967779.805849,-38.852000
1910,327449.725608,1967779.671991,-38.759000
1911,327450.232725,1967779.461726,-38.790000
1912,327450.919926,1967779.232188,-38.836000
1913,327451.452914,1967778.948649,-38.838000
1914,327452.046867,1967778.603709,-38.916000
1915,327452.630801,1967778.448115,-38.822000
1916,327453.249571,1967778.152764,-38.913000
1917,327453.796269,1967778.104853,-38.846000
1918,327454.330139,1967778.044878,-38.963000
1919,327454.860040,1967777.894181,-39.004000
1920,327455.401965,1967777.907184,-38.869000
1921,327455.945610,1967777.751941,-38.780000
1922,327456.349931,1967777.303502,-38.819000
1923,327456.898554,1967776.988838,-38.870000
1924,327457.468065,1967776.637469,-38.756000
1925,327458.013856,1967776.240927,-38.951000
1926,327458.604132,1967776.083066,-38.782000
1927,327459.145263,1967775.882466,-38.763000
1928,327459.672442,1967775.540319,-38.872000
1929,327460.111481,1967775.426935,-38.882000
1930,327460.459505,1967775.333157,-38.889000
1931,327460.775050,1967775.162185,-38.815000
1932,327461.211530,1967774.876165,-38.900000
1933,327461.640210,1967774.668794,-38.847000
1934,327462.089702,1967774.415864,-38.952000
1935,327462.732572,1967774.331701,-38.952000
1936,327463.096621,1967774.373918,-38.816000
1937,327463.420696,1967774.208407,-38.882000
1938,327463.734860,1967774.122670,-38.819000
1939,327463.982365,1967774.053007,-38.866000
1940,327464.142336,1967773.915483,-38.756000
1941,327464.279175,1967773.800296,-38.796000
1942,327464.477481,1967773.925855,-38.880000
1943,327464.587227,1967774.109735,-38.903000
1944,327464.738938,1967774.364086,-38.871000
1945,327465.053406,1967774.435510,-38.949000
1946,327465.381238,1967774.702720,-38.971000
1947,327465.806937,1967775.006710,-38.830000
1948,327466.329233,1967775.201397,-38.886000
1949,327466.807904,1967775.500501,-38.815000
1950,327467.320480,1967775.552496,-38.885000
1951,327467.669308,1967775.673428,-38.893000
1952,327468.106528,1967775.838970,-38.864000
1953,327468.576951,1967776.042962,-38.911000
1954,327468.985317,1967776.426791,-38.869000
1955,327469.431448,1967776.763808,-38.957000
1956,327469.756624,1967777.213661,-38.850000
1957,327470.196243,1967777.411279,-38.826000
1958,327470.715740,1967777.772008,-38.927000
1959,327470.969238,1967778.148328,-38.933000
1960,327471.361163,1967778.470321,-38.781000
1961,327471.632623,1967778.961590,-38.820000
1962,327471.968315,1967779.401391,-38.888000
1963,327472.346454,1967779.845249,-38.918000
1964,327472.645275,1967780.434786,-38.855000
1965,327473.052197,1967780.774356,-38.868000
1966,327473.315726,1967781.207036,-38.870000
1967,327473.551174,1967781.824792,-38.823000
1968,327473.877196,1967782.372034,-38.970000
1969,327474.223288,1967783.154848,-38.940000
1970,327474.550581,1967783.726428,-38.850000
1971,327475.007249,1967784.300206,-38.881000
1972,327475.449776,1967784.954902,-38.775000
1973,327476.121742,1967785.657411,-38.884000
1974,327476.703247,1967786.199115,-38.999000
1975,327477.179409,1967786.942062,-38.942000
1976,327477.614787,1967787.506064,-38.895000
1977,327478.079979,1967787.962448,-38.789000
1978,327478.506625,1967788.131403,-38.802000
1979,327478.905875,1967788.442264,-39.051000
1980,327479.292351,1967788.869449,-38.919000
1981,327479.652972,1967789.127519,-38.857000
1982,327480.003635,1967789.459831,-38.823000
1983,327480.458295,1967789.802308,-38.886000
1984,327480.898938,1967790.240090,-39.010000
1985,327481.259617,1967790.871148,-38.948000
1986,327481.640833,1967791.181059,-38.868000
1987,327481.939027,1967791.454060,-38.898000
1988,327482.237172,1967791.721527,-38.831000
1989,327482.559695,1967791.865930,-38.967000
1990,327482.892344,1967792.199505,-38.903000
1991,327483.263794,1967792.605791,-38.845000
1992,327483.753810,1967792.868272,-38.937000
1993,327484.139863,1967793.246762,-38.835000
1994,327484.610395,1967793.341181,-38.870000
1995,327485.006080,1967793.607802,-38.908000
1996,327485.328933,1967794.034432,-38.913000
1997,327485.729176,1967794.337537,-38.969000
1998,327486.018131,1967794.767782,-39.063000
1999,327486.363989,1967795.279435,-38.894000
2000,327486.727191,1967795.590610,-38.907000
2001,327487.177456,1967795.915416,-38.804000
2002,327487.691140,1967795.972937,-38.788000
2003,327488.195156,1967796.016153,-38.900000
2004,327488.680575,1967796.237723,-38.857000
2005,327489.161490,1967796.551196,-38.933000
2006,327489.741714,1967797.067455,-38.919000
2007,327490.334987,1967797.254886,-38.893000
2008,327490.914659,1967797.463463,-38.934000
2009,327491.534572,1967797.666158,-38.969000
2010,327492.112425,1967797.787315,-38.892000
2011,327492.654856,1967797.980721,-38.875000
2012,327493.164538,1967798.065946,-38.945000
2013,327493.734189,1967798.219271,-38.967000
2014,327494.681629,1967798.165668,-38.905000
2015,327495.239184,1967798.269293,-38.769000
2016,327495.796013,1967798.167062,-38.781000
2017,327496.330606,1967798.068344,-38.933000
2018,327497.076006,1967798.069621,-38.920000
2019,327497.637447,1967798.132261,-38.945000
2020,327498.326249,1967798.209291,-38.830000
2021,327498.976991,1967798.177079,-38.883000
2022,327499.606338,1967798.122917,-38.863000
2023,327500.271856,1967798.082829,-38.877000
2024,327500.815110,1967798.126812,-38.866000
2025,327501.219126,1967798.253906,-38.983000
2026,327501.710516,1967798.308300,-38.864000
2027,327502.182005,1967798.268790,-38.915000
2028,327502.749894,1967798.341335,-38.835000
2029,327503.415211,1967798.278007,-38.915000
2030,327504.016068,1967798.484187,-38.784000
2031,327504.638137,1967798.446691,-38.763000
2032,327505.302538,1967798.399972,-38.970000
2033,327505.829167,1967798.727437,-38.905000
2034,327506.442453,1967798.777452,-38.926000
2035,327506.979867,1967799.125852,-38.963000
2036,327507.513648,1967799.422265,-38.795000
2037,327508.051108,1967799.531598,-38.837000
