pid,UTMx,UTMy,h
7381,327755.216731,1967765.031893,-39.166000
7382,327755.702081,1967764.756524,-39.213000
7383,327756.279799,1967764.617596,-39.248000
7384,327756.837248,1967764.464455,-39.147000
7385,327757.363160,1967764.342577,-39.142000
7386,327757.794645,1967764.213770,-39.266000
7387,327758.267032,1967764.155444,-39.245000
7388,327758.708620,1967764.213596,-39.196000
7389,327759.115590,1967764.192360,-39.155000
7390,327759.490111,1967764.097251,-39.143000
7391,327759.903701,1967764.105840,-39.179000
7392,327760.365812,1967764.085233,-39.228000
7393,327760.878828,1967763.943545,-39.209000
7394,327761.355121,1967763.846447,-39.212000
7395,327761.827086,1967763.739425,-39.138000
7396,327762.303105,1967763.488487,-39.226000
7397,327762.739349,1967763.419405,-39.177000
7398,327763.152594,1967763.388154,-39.181000
7399,327763.395230,1967763.368342,-39.227000
7400,327763.564913,1967763.372405,-39.309000
7401,327763.815589,1967763.546212,-39.246000
7402,327764.025858,1967763.584233,-39.137000
7403,327764.245472,1967763.232586,-39.183000
7404,327764.607257,1967763.013627,-39.173000
7405,327764.871242,1967762.765633,-39.167000
7406,327765.072511,1967762.499367,-39.208000
7407,327765.277187,1967762.136781,-39.239000
7408,327765.412474,1967761.597711,-39.195000
7409,327765.544984,1967760.860550,-39.191000
7410,327765.811589,1967760.180887,-39.262000
7411,327766.173135,1967759.445062,-39.224000
7412,327766.598241,1967758.824898,-39.214000
7413,327767.063582,1967758.075999,-39.254000
7414,327767.620237,1967757.586403,-39.248000
7415,327768.215193,1967757.111969,-39.186000
7416,327768.962125,1967756.433677,-39.218000
7417,327769.668879,1967756.135360,-39.247000
7418,327770.383438,1967755.881248,-39.287000
7419,327770.985719,1967755.640282,-39.238000
7420,327771.496784,1967755.395681,-39.180000
7421,327771.968294,1967755.113791,-39.185000
7422,327772.457146,1967754.753170,-39.185000
7423,327773.065319,1967754.457921,-39.209000
7424,327773.649432,1967754.445111,-39.237000
7425,327774.164467,1967754.658684,-39.203000
7426,327774.780813,1967754.817147,-39.237000
7427,327775.320579,1967755.070349,-39.234000
7428,327775.796793,1967755.453597,-39.207000
7429,327776.347961,1967755.921417,-39.287000
7430,327776.605243,1967756.245689,-39.202000
7431,327776.870507,1967756.756938,-39.197000
7432,327777.076716,1967757.060624,-39.193000
7433,327777.117018,1967757.428834,-39.148000
7434,327777.196878,1967757.957185,-39.167000
7435,327777.217754,1967758.653172,-39.206000
7436,327777.155229,1967759.146233,-39.214000
7437,327777.085612,1967759.799839,-39.246000
7438,327777.195268,1967760.462960,-39.300000
7439,327777.074896,1967761.132501,-39.258000
7440,327776.904070,1967761.485939,-39.168000
7441,327776.395500,1967762.018283,-39.191000
7442,327776.054257,1967762.405295,-39.186000
7443,327775.572686,1967763.116704,-39.151000
7444,327775.353205,1967763.483845,-39.283000
7445,327775.054414,1967763.997769,-39.194000
7446,327774.841031,1967764.456721,-39.253000
7447,327774.575313,1967764.871854,-39.256000
7448,327774.239871,1967765.316369,-39.190000
7449,327773.980562,1967765.736981,-39.198000
7450,327773.516224,1967766.234631,-39.218000
7451,327773.077537,1967766.878155,-39.226000
7452,327772.680116,1967767.634213,-39.280000
7453,327772.216982,1967768.393054,-39.310000
7454,327771.856880,1967769.173138,-39.228000
7455,327771.334848,1967769.864976,-39.251000
7456,327770.876957,1967770.617131,-39.170000
7457,327770.557215,1967771.527466,-39.178000
7458,327770.262996,1967772.201835,-39.174000
7459,327769.954735,1967772.846442,-39.199000
7460,327769.716112,1967773.451707,-39.203000
7461,327769.455537,1967773.970834,-39.274000
7462,327769.196719,1967774.447888,-39.245000
7463,327768.948185,1967774.888329,-39.232000
7464,327768.648426,1967775.290477,-39.275000
7465,327768.345980,1967775.627347,-39.220000
7466,327768.041404,1967775.963129,-39.270000
7467,327767.784999,1967776.351619,-39.260000
7468,327767.348740,1967776.785940,-39.239000
7469,327767.080888,1967777.321732,-39.187000
7470,327766.763056,1967777.963101,-39.136000
7471,327766.586320,1967778.613209,-39.240000
7472,327766.282908,1967779.450355,-39.234000
7473,327766.151430,1967780.184186,-39.246000
7474,327765.921083,1967780.887884,-39.228000
7475,327765.618498,1967781.575606,-39.090000
7476,327765.383651,1967782.249460,-39.236000
7477,327765.043329,1967782.987315,-39.193000
7478,327764.963150,1967783.645440,-39.344000
7479,327764.742949,1967784.418778,-39.272000
7480,327764.719460,1967785.133965,-39.283000
7481,327764.676886,1967785.849317,-39.256000
7482,327764.640760,1967786.574574,-39.227000
7483,327764.618091,1967787.262084,-39.285000
7484,327764.525285,1967787.931387,-39.197000
7485,327764.362274,1967788.574735,-39.155000
7486,327764.241307,1967789.175661,-39.173000
7487,327764.139261,1967789.757607,-39.258000
7488,327764.006268,1967790.316579,-39.267000
7489,327764.004559,1967790.853385,-39.268000
7490,327763.983670,1967791.379289,-39.109000
7491,327763.937821,1967791.839002,-39.230000
7492,327763.781728,1967792.301884,-39.248000
7493,327763.597479,1967792.819243,-39.271000
7494,327763.392953,1967793.321283,-39.219000
7495,327763.080696,1967793.871848,-39.262000
7496,327762.797286,1967794.447619,-39.289000
7497,327762.523044,1967794.980146,-39.258000
7498,327762.370113,1967795.440787,-39.227000
7499,327762.175383,1967795.849772,-39.289000
7500,327761.755119,1967796.172168,-39.195000
7501,327761.218165,1967796.487829,-39.201000
7502,327760.568568,1967797.019182,-39.213000
7503,327760.215175,1967797.349854,-39.251000
7504,327759.753788,1967797.820916,-39.251000
7505,327759.343498,1967798.193032,-39.281000
7506,327758.948996,1967798.551729,-39.243000
7507,327758.524098,1967798.828788,-39.291000
7508,327758.136001,1967799.070111,-39.164000
7509,327757.706163,1967799.266417,-39.241000
7510,327757.296670,1967799.485790,-39.230000
7511,327756.949101,1967799.754431,-39.192000
7512,327756.569591,1967800.007854,-39.264000
7513,327756.149850,1967800.268266,-39.254000
7514,327755.719230,1967800.496676,-39.239000
7515,327755.306671,1967800.729357,-39.251000
7516,327754.882229,1967800.936684,-39.248000
7517,327754.417010,1967801.087919,-39.195000
7518,327753.984917,1967801.268750,-39.206000
7519,327753.505219,1967801.462168,-39.247000
7520,327752.994871,1967801.666920,-39.253000
7521,327752.446509,1967801.889710,-39.240000
7522,327751.966927,1967802.096409,-39.196000
7523,327751.592094,1967802.277850,-39.216000
7524,327751.180491,1967802.498348,-39.209000
7525,327750.724079,1967802.687137,-39.260000
7526,327750.187999,1967802.858909,-39.196000
7527,327749.695415,1967803.033623,-39.241000
7528,327749.240275,1967803.246751,-39.156000
7529,327748.689189,1967803.399837,-39.210000
7530,327748.179834,1967803.596833,-39.240000
7531,327747.726119,1967803.852006,-39.235000
7532,327747.348902,1967804.125332,-39.244000
7533,327746.958071,1967804.295844,-39.193000
7534,327746.619219,1967804.469226,-39.275000
7535,327746.196054,1967804.579146,-39.266000
7536,327745.729170,1967804.660668,-39.215000
7537,327745.188940,1967804.720690,-39.144000
7538,327744.712087,1967804.875346,-39.267000
7539,327744.241793,1967804.930335,-39.137000
7540,327743.711373,1967805.021262,-39.213000
7541,327743.198895,1967805.224926,-39.311000
7542,327742.670083,1967805.378926,-39.228000
7543,327742.132558,1967805.506439,-39.248000
7544,327741.564925,1967805.585514,-39.269000
7545,327740.983164,1967805.624868,-39.133000
7546,327740.439398,1967805.643970,-39.199000
7547,327739.881562,1967805.629990,-39.187000
7548,327739.090487,1967805.619139,-39.195000
7549,327738.497784,1967805.741596,-39.244000
7550,327737.893206,1967805.839807,-39.223000
7551,327737.401722,1967806.018940,-39.239000
7552,327736.907963,1967806.180384,-39.247000
7553,327736.364116,1967806.312378,-39.215000
7554,327735.795682,1967806.421344,-39.176000
7555,327735.265200,1967806.627378,-39.157000
7556,327734.693580,1967806.858117,-39.248000
7557,327734.092400,1967807.103501,-39.231000
7558,327733.392719,1967807.483660,-39.232000
7559,327732.897930,1967807.648433,-39.196000
7560,327732.321465,1967807.809487,-39.156000
7561,327731.646616,1967807.873997,-39.227000
7562,327730.871147,1967808.073301,-39.218000
7563,327730.234519,1967808.265867,-39.293000
7564,327729.519948,1967808.396021,-39.252000
7565,327728.875937,1967808.593078,-39.285000
7566,327728.282849,1967808.671268,-39.161000
7567,327727.714842,1967808.707182,-39.188000
7568,327727.158632,1967808.758489,-39.203000
7569,327726.638891,1967808.858178,-39.225000
7570,327725.935158,1967808.893056,-39.243000
7571,327725.511532,1967808.949854,-39.245000
7572,327724.937006,1967809.089863,-39.255000
7573,327724.425929,1967809.210506,-39.203000
7574,327723.936613,1967809.395154,-39.291000
7575,327723.425853,1967809.552318,-39.175000
7576,327722.907830,1967809.605508,-39.219000
7577,327722.393131,1967809.675271,-39.168000
7578,327721.864357,1967809.833698,-39.279000
7579,327721.329769,1967810.055263,-39.264000
7580,327720.824645,1967810.251116,-39.214000
7581,327720.339177,1967810.390352,-39.223000
7582,327719.806071,1967810.416003,-39.176000
7583,327719.296510,1967810.466906,-39.118000
7584,327718.832006,1967810.578291,-39.209000
7585,327718.374655,1967810.658625,-39.252000
7586,327717.910036,1967810.756730,-39.266000
7587,327717.416446,1967810.815241,-39.229000
7588,327716.928920,1967810.839390,-39.214000
7589,327716.344669,1967810.958455,-39.266000
7590,327715.323451,1967811.185345,-39.243000
7591,327714.572353,1967811.260478,-39.149000
7592,327714.025220,1967811.380327,-39.286000
7593,327713.570191,1967811.483883,-39.211000
7594,327713.121053,1967811.533155,-39.217000
7595,327712.629247,1967811.552914,-39.191000
7596,327712.011334,1967811.580408,-39.179000
7597,327711.586053,1967811.568600,-39.168000
7598,327710.990029,1967811.552739,-39.220000
7599,327710.495264,1967811.597979,-39.250000
7600,327710.004624,1967811.629903,-39.215000
7601,327709.493898,1967811.668641,-39.233000
7602,327709.015313,1967811.745839,-39.279000
7603,327708.501973,1967811.849900,-39.275000
7604,327707.887666,1967811.804314,-39.255000
7605,327707.324985,1967811.720650,-39.194000
7606,327706.966320,1967811.565490,-39.143000
7607,327706.660431,1967811.260456,-39.225000
7608,327706.279424,1967810.852035,-39.236000
7609,327706.140819,1967810.518988,-39.246000
7610,327705.946559,1967810.003803,-39.259000
7611,327705.624152,1967809.383479,-39.244000
7612,327705.380158,1967808.879793,-39.283000
7613,327705.162531,1967808.482131,-39.207000
7614,327704.864207,1967808.193633,-39.219000
7615,327704.418868,1967807.947361,-39.234000
7616,327704.063173,1967807.767825,-39.176000
7617,327703.682051,1967807.590724,-39.213000
7618,327703.310712,1967807.441207,-39.276000
7619,327702.820561,1967807.284973,-39.228000
7620,327702.478461,1967807.206037,-39.247000
7621,327701.965197,1967807.074353,-39.252000
7622,327701.523619,1967807.017308,-39.192000
7623,327701.114079,1967806.986549,-39.204000
7624,327700.668001,1967806.899661,-39.239000
7625,327700.167109,1967806.849771,-39.304000
7626,327699.653897,1967806.846474,-39.233000
7627,327699.112146,1967806.853385,-39.267000
7628,327698.515902,1967806.812070,-39.198000
7629,327697.914213,1967806.754200,-39.146000
7630,327697.344647,1967806.732576,-39.221000
7631,327696.759436,1967806.740970,-39.233000
7632,327696.349286,1967806.762235,-39.186000
7633,327695.656519,1967806.839077,-39.241000
7634,327695.115680,1967806.951124,-39.246000
7635,327694.571727,1967807.070947,-39.322000
7636,327694.048052,1967807.206088,-39.282000
7637,327693.570034,1967807.348581,-39.270000
7638,327693.107507,1967807.443348,-39.228000
7639,327692.558008,1967807.412696,-39.202000
7640,327692.046696,1967807.383926,-39.193000
7641,327691.408322,1967807.375073,-39.231000
7642,327690.882229,1967807.475925,-39.215000
7643,327690.385243,1967807.631864,-39.275000
7644,327689.885200,1967807.802218,-39.288000
7645,327689.450963,1967808.102602,-39.350000
7646,327688.946958,1967808.305087,-39.193000
7647,327688.430292,1967808.392576,-39.159000
7648,327687.855886,1967808.424120,-39.255000
7649,327687.306661,1967808.547308,-39.264000
7650,327686.780597,1967808.651481,-39.247000
7651,327686.327698,1967808.756126,-39.260000
7652,327685.945426,1967808.935419,-39.265000
7653,327685.595896,1967809.100041,-39.234000
7654,327685.155921,1967809.227816,-39.268000
7655,327684.669162,1967809.340502,-39.203000
7656,327684.141074,1967809.455760,-39.267000
7657,327683.570395,1967809.550358,-39.271000
7658,327682.959342,1967809.635346,-39.178000
7659,327682.400296,1967809.726523,-39.194000
7660,327681.907503,1967809.876892,-39.274000
7661,327681.435971,1967810.033717,-39.242000
7662,327681.001858,1967810.103889,-39.203000
7663,327680.553636,1967810.136552,-39.199000
7664,327680.055234,1967810.251553,-39.297000
7665,327679.444229,1967810.342074,-39.163000
7666,327678.977691,1967810.463439,-39.285000
7667,327678.494516,1967810.622578,-39.196000
7668,327677.967508,1967810.740041,-39.271000
7669,327677.485762,1967810.819480,-39.172000
7670,327677.014897,1967810.930921,-39.221000
7671,327676.502185,1967810.985173,-39.248000
7672,327676.025913,1967811.084487,-39.212000
7673,327675.581121,1967811.145897,-39.273000
7674,327675.115193,1967811.215238,-39.233000
7675,327674.677444,1967811.355168,-39.312000
7676,327674.256592,1967811.487205,-39.253000
7677,327673.745515,1967811.607850,-39.236000
7678,327673.224455,1967811.677669,-39.182000
7679,327672.750419,1967811.790245,-39.214000
7680,327672.214708,1967811.882326,-39.216000
7681,327671.639971,1967811.997989,-39.227000
7682,327671.160922,1967812.143812,-39.275000
7683,327670.690675,1967812.204336,-39.214000
7684,327670.259283,1967812.221359,-39.263000
7685,327669.819888,1967812.293790,-39.255000
7686,327669.374104,1967812.362956,-39.202000
7687,327668.791676,1967812.447696,-39.291000
7688,327668.419042,1967812.637974,-39.207000
7689,327667.807333,1967813.014052,-39.202000
7690,327667.259860,1967813.461515,-39.266000
7691,327666.667162,1967813.951427,-39.329000
7692,327666.011086,1967814.346705,-39.221000
7693,327665.280652,1967814.726026,-39.211000
7694,327664.552707,1967815.025638,-39.219000
7695,327663.787990,1967815.364305,-39.246000
7696,327662.976336,1967815.670177,-39.280000
7697,327662.031065,1967815.729287,-39.165000
7698,327661.077155,1967815.892510,-39.183000
7699,327660.057650,1967815.950050,-39.284000
7700,327659.129621,1967816.041108,-39.300000
7701,327658.227901,1967815.986948,-39.213000
7702,327657.445365,1967815.982667,-39.255000
7703,327656.628294,1967816.030705,-39.275000
7704,327655.738179,1967815.969804,-39.260000
7705,327654.796055,1967815.902714,-39.262000
7706,327653.928495,1967815.753075,-39.220000
7707,327653.058724,1967815.470641,-39.225000
7708,327652.240358,1967815.369273,-39.238000
7709,327651.425162,1967815.266772,-39.214000
7710,327650.484841,1967815.163142,-39.218000
7711,327649.112034,1967814.950372,-39.244000
7712,327647.303391,1967814.486821,-39.287000
7713,327646.379030,1967814.145094,-39.309000
7714,327645.408063,1967813.686452,-39.282000
7715,327644.442012,1967813.183496,-39.235000
7716,327643.544655,1967812.654488,-39.185000
7717,327642.667705,1967812.033441,-39.185000
7718,327641.827172,1967811.332388,-39.306000
7719,327641.115242,1967810.666745,-39.247000
7720,327640.333999,1967810.078070,-39.286000
7721,327639.698711,1967809.447179,-39.227000
7722,327638.949855,1967808.802884,-39.219000
7723,327638.071058,1967808.091096,-39.235000
7724,327637.407408,1967807.368588,-39.176000
7725,327636.591739,1967806.722659,-39.304000
7726,327635.936954,1967806.044345,-39.209000
7727,327635.189302,1967805.416642,-39.225000
7728,327634.574350,1967804.807710,-39.242000
7729,327634.082883,1967804.255260,-39.262000
7730,327633.652518,1967803.535155,-39.227000
7731,327633.570805,1967802.671465,-39.360000
7732,327633.197928,1967802.100277,-39.389000
7733,327632.718660,1967801.609701,-39.598000
7734,327632.204463,1967801.126069,-39.682000
7735,327631.629704,1967800.750320,-39.743000
7736,327631.088080,1967800.405274,-39.795000
7737,327630.422791,1967800.227319,-39.851000
7738,327629.940344,1967799.981370,-39.879000
7739,327629.171647,1967799.739011,-39.840000
7740,327627.903568,1967799.254171,-39.822000
7741,327627.190390,1967798.689256,-39.784000
7742,327626.463237,1967798.102326,-39.691000
7743,327625.882465,1967797.400128,-39.687000
7744,327625.479906,1967796.707452,-39.642000
7745,327624.931478,1967796.066953,-39.789000
7746,327624.327976,1967795.433573,-39.704000
7747,327623.678832,1967794.672201,-39.721000
7748,327622.823253,1967793.948038,-39.269000
7749,327621.715803,1967793.279185,-39.254000
7750,327621.131222,1967792.626825,-39.288000
7751,327620.517535,1967791.919379,-39.303000
7752,327619.961244,1967791.228036,-39.297000
7753,327619.418691,1967790.409294,-39.314000
7754,327618.950082,1967789.925267,-39.252000
7755,327618.430572,1967789.195974,-39.268000
7756,327618.059129,1967788.667940,-39.257000
7757,327617.585171,1967788.178425,-39.224000
7758,327617.164228,1967787.566703,-39.180000
7759,327616.653076,1967787.067550,-39.164000
7760,327616.188060,1967786.631083,-39.151000
7761,327615.882907,1967786.166667,-39.108000
7762,327615.768474,1967785.809061,-39.202000
7763,327615.532083,1967785.570939,-39.266000
7764,327615.123433,1967785.398505,-39.348000
7765,327614.380957,1967785.000969,-39.300000
7766,327613.951424,1967784.743494,-39.283000
7767,327613.242155,1967784.262661,-39.332000
7768,327612.722670,1967783.903035,-39.299000
7769,327612.210319,1967783.510144,-39.279000
7770,327611.790787,1967783.061108,-39.234000
7771,327611.277438,1967782.553120,-39.249000
7772,327610.852215,1967781.937008,-39.255000
7773,327610.438415,1967781.293129,-39.199000
7774,327609.941169,1967780.563643,-39.135000
7775,327609.287845,1967779.687203,-39.185000
7776,327608.848604,1967779.166397,-39.210000
7777,327608.467195,1967778.345150,-39.196000
7778,327607.980384,1967777.718506,-39.327000
7779,327607.513991,1967777.245527,-39.358000
7780,327606.981317,1967776.710037,-39.249000
7781,327606.515364,1967776.043367,-39.351000
7782,327606.100782,1967775.431591,-39.199000
7783,327605.701455,1967774.867274,-39.262000
7784,327605.183922,1967774.365963,-39.229000
7785,327604.531822,1967773.752927,-39.157000
7786,327604.025275,1967773.295791,-39.226000
7787,327603.570416,1967772.930071,-39.201000
7788,327603.107382,1967772.599839,-39.255000
7789,327602.746743,1967772.339552,-39.276000
7790,327602.450677,1967772.189385,-39.305000
7791,327601.991765,1967771.967582,-39.234000
7792,327601.678922,1967771.716842,-39.173000
7793,327601.433962,1967771.468833,-39.271000
7794,327601.056869,1967771.267349,-39.222000
7795,327600.659990,1967770.985242,-39.214000
7796,327600.169976,1967770.722758,-39.298000
7797,327599.766166,1967770.497156,-39.253000
7798,327599.406597,1967770.237968,-39.149000
7799,327598.933517,1967769.972016,-39.188000
7800,327598.324845,1967769.720522,-39.242000
7801,327597.679117,1967769.353138,-39.186000
7802,327597.046031,1967769.098536,-39.307000
7803,327596.565332,1967768.687661,-39.228000
7804,327595.987458,1967768.319688,-39.289000
7805,327595.548865,1967767.751285,-39.244000
7806,327594.936559,1967767.203204,-39.312000
7807,327594.363202,1967766.622689,-39.360000
7808,327593.815282,1967766.040846,-39.229000
7809,327593.194594,1967765.382160,-39.285000
7810,327592.801143,1967764.639600,-39.198000
7811,327592.197989,1967763.924315,-39.219000
7812,327591.729717,1967763.112677,-39.201000
7813,327591.316371,1967762.399066,-39.198000
7814,327590.837106,1967761.786744,-39.212000
7815,327590.302766,1967761.181541,-39.276000
7816,327589.788945,1967760.619325,-39.270000
7817,327589.095893,1967759.930276,-39.282000
7818,327588.458074,1967759.374670,-39.270000
7819,327587.922152,1967758.831460,-39.322000
7820,327587.275764,1967758.265967,-39.304000
7821,327586.791605,1967757.578427,-39.232000
7822,327586.293110,1967756.949670,-39.249000
7823,327585.727294,1967756.260625,-39.181000
7824,327585.287298,1967755.530643,-39.220000
7825,327584.739093,1967754.793853,-39.183000
7826,327584.272793,1967754.087342,-39.260000
7827,327583.625667,1967753.436633,-39.331000
7828,327583.056579,1967752.859401,-39.305000
7829,327582.491374,1967752.362931,-39.289000
7830,327581.864357,1967751.585874,-39.285000
7831,327581.529866,1967751.039810,-39.245000
7832,327581.150782,1967750.364640,-39.223000
7833,327580.785530,1967749.694883,-39.221000
7834,327580.466735,1967749.002587,-39.179000
7835,327579.989631,1967748.272928,-39.268000
7836,327579.436868,1967747.499654,-39.296000
7837,327578.964830,1967746.865134,-39.244000
7838,327578.434610,1967746.123761,-39.268000
7839,327578.070969,1967745.395330,-39.245000
7840,327577.591418,1967744.628061,-39.264000
7841,327577.278197,1967743.844961,-39.294000
7842,327576.863083,1967742.927717,-39.273000
7843,327576.433664,1967742.072577,-39.262000
7844,327576.006139,1967741.069112,-39.242000
7845,327575.693550,1967740.114454,-39.291000
7846,327575.531008,1967739.222688,-39.231000
7847,327575.297455,1967738.212006,-39.223000
7848,327575.146067,1967737.261483,-39.229000
7849,327575.049778,1967736.428909,-39.252000
7850,327574.877637,1967735.530586,-39.201000
7851,327574.578481,1967734.657714,-39.214000
7852,327574.274892,1967733.762745,-39.312000
7853,327574.021948,1967732.716813,-39.317000
7854,327573.885572,1967731.907829,-39.278000
7855,327573.782182,1967730.990094,-39.236000
7856,327573.762449,1967730.182312,-39.202000
7857,327573.706342,1967729.337214,-39.261000
7858,327573.689128,1967728.453041,-39.236000
7859,327573.838086,1967727.657077,-39.218000
7860,327573.932592,1967726.695567,-39.084000
7861,327574.065785,1967725.793487,-39.194000
7862,327574.051392,1967724.990086,-39.300000
7863,327573.857242,1967724.243583,-39.383000
7864,327573.873274,1967723.525140,-39.234000
7865,327573.771017,1967722.737996,-39.314000
7866,327573.683705,1967722.084643,-39.309000
7867,327573.641301,1967721.352318,-39.237000
7868,327573.691508,1967720.417755,-39.272000
7869,327573.861967,1967719.411315,-39.207000
7870,327574.093651,1967718.617953,-39.155000
7871,327574.329327,1967718.040379,-39.144000
7872,327574.723100,1967717.842168,-39.406000
7873,327574.830300,1967717.488173,-39.595000
7874,327574.596266,1967717.033102,-39.646000
7875,327574.452268,1967716.445541,-39.713000
7876,327574.213915,1967715.737052,-39.744000
7877,327574.055726,1967714.980277,-39.796000
7878,327573.892558,1967714.382921,-39.816000
7879,327573.751607,1967713.779839,-39.746000
7880,327570.789143,1967699.851188,-39.213000
7881,327570.515639,1967699.124189,-39.249000
7882,327570.228233,1967698.505776,-39.253000
7883,327569.861061,1967697.859278,-39.237000
7884,327569.608350,1967697.329107,-39.196000
7885,327569.299245,1967696.776183,-39.235000
7886,327569.067868,1967696.138468,-39.232000
7887,327568.705823,1967695.472004,-39.208000
7888,327568.217626,1967694.685995,-39.280000
7889,327567.926415,1967693.995674,-39.207000
7890,327567.537994,1967693.222080,-39.270000
7891,327567.219298,1967692.419106,-39.286000
7892,327566.986047,1967691.565584,-39.179000
7893,327566.573408,1967690.689270,-39.227000
7894,327566.388236,1967689.755642,-39.144000
7895,327565.876966,1967688.632264,-39.203000
7896,327565.532771,1967687.701123,-39.295000
7897,327565.208979,1967686.799689,-39.246000
7898,327564.753479,1967685.871727,-39.274000
7899,327564.517134,1967685.028194,-39.230000
7900,327564.355364,1967684.103218,-39.192000
7901,327564.144959,1967683.194158,-39.216000
7902,327564.128641,1967682.291163,-39.172000
7903,327563.859049,1967681.281900,-39.227000
7904,327563.611257,1967680.341068,-39.288000
7905,327563.374580,1967679.337054,-39.304000
7906,327563.059442,1967678.455466,-39.265000
7907,327562.967662,1967677.653843,-39.220000
7908,327562.772929,1967676.718085,-39.159000
7909,327562.622822,1967675.793008,-39.191000
7910,327562.399664,1967674.880739,-39.216000
7911,327562.132702,1967673.930113,-39.259000
7912,327562.036498,1967673.107499,-39.242000
7913,327561.845958,1967672.166171,-39.212000
7914,327561.794355,1967671.229171,-39.234000
7915,327561.658578,1967670.367056,-39.293000
7916,327561.470773,1967669.496538,-39.250000
7917,327561.395899,1967668.688127,-39.189000
7918,327561.194330,1967667.819943,-39.269000
7919,327561.103864,1967666.925338,-39.286000
7920,327561.059884,1967666.011514,-39.241000
7921,327560.909150,1967664.769902,-39.230000
7922,327560.924514,1967663.852243,-39.224000
7923,327560.868667,1967663.037026,-39.266000
7924,327560.770779,1967662.142486,-39.208000
7925,327560.776626,1967661.349977,-39.197000
7926,327560.678177,1967660.512994,-39.274000
7927,327560.626148,1967659.649046,-39.216000
7928,327560.598455,1967658.779352,-39.193000
7929,327560.628678,1967657.985525,-39.188000
7930,327560.583227,1967657.268722,-39.189000
7931,327560.534707,1967656.686973,-39.268000
7932,327560.468815,1967656.180637,-39.239000
7933,327560.370422,1967655.716641,-39.276000
7934,327560.189389,1967655.260002,-39.298000
7935,327559.955623,1967654.835918,-39.301000
7936,327559.684212,1967654.350181,-39.277000
7937,327559.407130,1967653.944181,-39.276000
7938,327559.060827,1967653.503365,-39.222000
7939,327558.780828,1967653.005527,-39.179000
7940,327558.540925,1967652.485206,-39.135000
7941,327558.344698,1967651.866002,-39.168000
7942,327558.200033,1967651.323825,-39.207000
7943,327557.996841,1967650.879554,-39.258000
7944,327557.812133,1967650.488247,-39.241000
7945,327557.522214,1967650.069078,-39.261000
7946,327557.274338,1967649.607485,-39.246000
7947,327556.916870,1967648.979719,-39.250000
7948,327556.505003,1967648.314794,-39.285000
7949,327556.310180,1967647.490823,-39.180000
7950,327556.128803,1967646.627997,-39.174000
7951,327555.982577,1967645.783681,-39.264000
7952,327555.990006,1967644.929178,-39.109000
7953,327555.919002,1967643.955823,-39.204000
7954,327556.128766,1967642.957895,-39.297000
7955,327556.175923,1967642.160600,-39.213000
7956,327556.129592,1967641.220234,-39.312000
7957,327556.277144,1967640.384437,-39.173000
7958,327556.247249,1967639.383055,-39.277000
7959,327556.428075,1967638.471708,-39.222000
7960,327556.692233,1967637.632686,-39.180000
7961,327556.860750,1967636.769038,-39.206000
7962,327557.068668,1967635.924970,-39.213000
7963,327557.204139,1967634.918833,-39.216000
7964,327557.444624,1967633.795572,-39.261000
7965,327557.786346,1967632.852945,-39.179000
7966,327558.116837,1967631.960222,-39.267000
7967,327558.424794,1967631.036704,-39.267000
7968,327558.762114,1967630.319900,-39.290000
7969,327559.184361,1967629.492788,-39.259000
7970,327559.581479,1967628.702417,-39.215000
7971,327560.060757,1967627.849354,-39.256000
7972,327560.570337,1967627.066862,-39.165000
7973,327561.133177,1967626.312684,-39.119000
7974,327561.626219,1967625.457288,-39.193000
7975,327562.206824,1967624.673073,-39.221000
7976,327562.799136,1967624.016036,-39.274000
7977,327563.390473,1967623.368970,-39.227000
7978,327563.927663,1967622.713519,-39.225000
7979,327564.525823,1967622.119518,-39.177000
7980,327565.056776,1967621.478510,-39.175000
7981,327565.539011,1967620.721711,-39.223000
7982,327565.954078,1967620.166930,-39.288000
7983,327566.341475,1967619.600215,-39.256000
7984,327566.630020,1967619.005581,-39.257000
7985,327567.075953,1967618.342068,-39.296000
7986,327567.516178,1967617.753865,-39.251000
7987,327568.017100,1967617.073273,-39.219000
7988,327568.483091,1967616.399624,-39.205000
7989,327568.919256,1967615.587886,-39.235000
7990,327569.324277,1967614.852787,-39.250000
7991,327569.808344,1967614.062769,-39.166000
7992,327570.254632,1967613.195604,-39.213000
7993,327570.681355,1967612.273269,-39.217000
7994,327571.097116,1967611.431825,-39.276000
7995,327571.485952,1967610.786516,-39.248000
7996,327571.909227,1967610.077821,-39.242000
7997,327572.266451,1967609.333175,-39.254000
7998,327572.724820,1967608.636350,-39.215000
7999,327573.100942,1967607.992258,-39.213000
8000,327573.411728,1967607.272364,-39.247000
8001,327573.813194,1967606.494131,-39.241000
8002,327574.075891,1967605.853237,-39.203000
8003,327574.392516,1967605.195272,-39.206000
8004,327574.749794,1967604.579013,-39.148000
8005,327575.233934,1967603.919596,-39.156000
8006,327575.654780,1967603.541851,-39.201000
8007,327576.056240,1967603.251710,-39.207000
8008,327576.581210,1967603.143118,-39.214000
8009,327577.211167,1967603.158681,-39.210000
8010,327577.938996,1967603.089280,-39.286000
8011,327578.663314,1967603.104025,-39.248000
8012,327579.313924,1967603.178068,-39.246000
8013,327580.017339,1967603.105559,-39.262000
8014,327580.837231,1967603.137183,-39.246000
8015,327581.693961,1967603.137498,-39.209000
